"Topic","num","title","link","TT_raw","TT_prime","value","DocCount"
"t.10","13588","Reducing Prescription Drug Shortages","http://www.presidency.ucsb.edu/ws/index.php?pid=96970","cost, principle, investment, review, benefit, industrial, regulatory, drug, manufacturing, analysis","shortage, personal, manufacturing, strongly, justify, functioning, manufacturer, vital, adhere, principle",0.633092746236068,12
"t.10","13624","Accelerating Investment in Industrial Energy Efficiency","http://www.presidency.ucsb.edu/ws/index.php?pid=101977","cost, principle, investment, review, benefit, industrial, regulatory, drug, manufacturing, analysis","shortage, personal, manufacturing, strongly, justify, functioning, manufacturer, vital, adhere, principle",0.412429078490002,12
"t.10","12893","Principles for Federal Infrastructure Investments","http://www.presidency.ucsb.edu/ws/index.php?pid=50520","cost, principle, investment, review, benefit, industrial, regulatory, drug, manufacturing, analysis","shortage, personal, manufacturing, strongly, justify, functioning, manufacturer, vital, adhere, principle",0.337620357523541,12
"t.10","13563","Improving Regulation and Regulatory Review","http://www.presidency.ucsb.edu/ws/index.php?pid=88917","cost, principle, investment, review, benefit, industrial, regulatory, drug, manufacturing, analysis","shortage, personal, manufacturing, strongly, justify, functioning, manufacturer, vital, adhere, principle",0.26726708600525,12
"t.10","13185","To Strengthen the Federal Government-University Research Partnership","http://www.presidency.ucsb.edu/ws/index.php?pid=61674","cost, principle, investment, review, benefit, industrial, regulatory, drug, manufacturing, analysis","shortage, personal, manufacturing, strongly, justify, functioning, manufacturer, vital, adhere, principle",0.251700333195919,12
"t.10","13266","Activities To Promote Personal Fitness","http://www.presidency.ucsb.edu/ws/index.php?pid=61362","cost, principle, investment, review, benefit, industrial, regulatory, drug, manufacturing, analysis","shortage, personal, manufacturing, strongly, justify, functioning, manufacturer, vital, adhere, principle",0.220512654832857,12
"t.10","13642","Making Open and Machine Readable the New Default for Government Information","http://www.presidency.ucsb.edu/ws/index.php?pid=103579","cost, principle, investment, review, benefit, industrial, regulatory, drug, manufacturing, analysis","shortage, personal, manufacturing, strongly, justify, functioning, manufacturer, vital, adhere, principle",0.122302254023912,12
"t.10","13331","National and Community Service Programs","http://www.presidency.ucsb.edu/ws/index.php?pid=61426","cost, principle, investment, review, benefit, industrial, regulatory, drug, manufacturing, analysis","shortage, personal, manufacturing, strongly, justify, functioning, manufacturer, vital, adhere, principle",0.115789580793865,12
"t.10","13329","Encouraging Innovation in Manufacturing","http://www.presidency.ucsb.edu/ws/index.php?pid=61424","cost, principle, investment, review, benefit, industrial, regulatory, drug, manufacturing, analysis","shortage, personal, manufacturing, strongly, justify, functioning, manufacturer, vital, adhere, principle",0.0902780333706711,12
"t.10","13505","Removing Barriers to Responsible Scientific Research Involving Human Stem Cells","http://www.presidency.ucsb.edu/ws/index.php?pid=85830","cost, principle, investment, review, benefit, industrial, regulatory, drug, manufacturing, analysis","shortage, personal, manufacturing, strongly, justify, functioning, manufacturer, vital, adhere, principle",0.0880005887985869,12
"t.11","13211","Actions Concerning Regulations That Significantly Affect Energy Supply, Distribution, or Use","http://www.presidency.ucsb.edu/ws/index.php?pid=61492","regulation, regulatory, action, substance, notice, rule, effect, proposed, class, title","notice, regulatory, protocol, manufactured, substance, engine, clean, comment, statement, proposed",0.666666101695873,16
"t.11","12843","Procurement Requirements and Policies for Federal Agencies for Ozone-Depleting Substances","http://www.presidency.ucsb.edu/ws/index.php?pid=61539","regulation, regulatory, action, substance, notice, rule, effect, proposed, class, title","notice, regulatory, protocol, manufactured, substance, engine, clean, comment, statement, proposed",0.573863268337195,16
"t.11","13432","Cooperation Among Agencies in Protecting the Environment With Respect to Greenhouse Gas Emissions From Motor Vehicles, Nonroad Vehicles, and Nonroad Engines","http://www.presidency.ucsb.edu/ws/index.php?pid=75108","regulation, regulatory, action, substance, notice, rule, effect, proposed, class, title","notice, regulatory, protocol, manufactured, substance, engine, clean, comment, statement, proposed",0.381525739908153,16
"t.11","13333","Amending Executive Order 13257 To Implement the Trafficking Victims Protection Reauthorization Act of 2003","http://www.presidency.ucsb.edu/ws/index.php?pid=61427","regulation, regulatory, action, substance, notice, rule, effect, proposed, class, title","notice, regulatory, protocol, manufactured, substance, engine, clean, comment, statement, proposed",0.206611542927509,16
"t.11","13563","Improving Regulation and Regulatory Review","http://www.presidency.ucsb.edu/ws/index.php?pid=88917","regulation, regulatory, action, substance, notice, rule, effect, proposed, class, title","notice, regulatory, protocol, manufactured, substance, engine, clean, comment, statement, proposed",0.156156175093979,16
"t.11","12264","Export of Banned or Significantly Restricted Substances","http://www.presidency.ucsb.edu/ws/index.php?pid=44519","regulation, regulatory, action, substance, notice, rule, effect, proposed, class, title","notice, regulatory, protocol, manufactured, substance, engine, clean, comment, statement, proposed",0.140909199724485,16
"t.11","12889","Implementation of the North American Free Trade Agreement","http://www.presidency.ucsb.edu/ws/index.php?pid=61581","regulation, regulatory, action, substance, notice, rule, effect, proposed, class, title","notice, regulatory, protocol, manufactured, substance, engine, clean, comment, statement, proposed",0.12865507506568,16
"t.11","12946","President's Advisory Board on Arms Proliferation Policy","http://www.presidency.ucsb.edu/ws/index.php?pid=51590","regulation, regulatory, action, substance, notice, rule, effect, proposed, class, title","notice, regulatory, protocol, manufactured, substance, engine, clean, comment, statement, proposed",0.0880005183983411,16
"t.11","13546","Optimizing the Security of Biological Select Agents and Toxins in the United States","http://www.presidency.ucsb.edu/ws/index.php?pid=88148","regulation, regulatory, action, substance, notice, rule, effect, proposed, class, title","notice, regulatory, protocol, manufactured, substance, engine, clean, comment, statement, proposed",0.0792351160080065,16
"t.11","11311","Carrying out Provisions of the Beirut Agreement of 1948 Relating to Audio-Visual Materials","http://www.presidency.ucsb.edu/ws/index.php?pid=59164","regulation, regulatory, action, substance, notice, rule, effect, proposed, class, title","notice, regulatory, protocol, manufactured, substance, engine, clean, comment, statement, proposed",0.0784321030258349,16
"t.12","13179","Providing Compensation to Americas Nuclear Weapons Workers","http://www.presidency.ucsb.edu/ws/index.php?pid=61668","radiation, worker, advisory, doe, experiment, compensation, claim, illness, individual, dol","radiation, experiment, worker, claim, illness, thousand, exposure, vendor, exposed, test",0.817120340202136,6
"t.12","12891","Advisory Committee on Human Radiation Experiments","http://www.presidency.ucsb.edu/ws/index.php?pid=50220","radiation, worker, advisory, doe, experiment, compensation, claim, illness, individual, dol","radiation, experiment, worker, claim, illness, thousand, exposure, vendor, exposed, test",0.359281091111812,6
"t.12","13699","Establishing the Advisory Board on Toxic Substances and Worker Health","http://www.presidency.ucsb.edu/ws/index.php?pid=110389","radiation, worker, advisory, doe, experiment, compensation, claim, illness, individual, dol","radiation, experiment, worker, claim, illness, thousand, exposure, vendor, exposed, test",0.321211948577094,6
"t.12","12961","Presidential Advisory Committee on Gulf War Veterans' Illnesses","http://www.presidency.ucsb.edu/ws/index.php?pid=51416","radiation, worker, advisory, doe, experiment, compensation, claim, illness, individual, dol","radiation, experiment, worker, claim, illness, thousand, exposure, vendor, exposed, test",0.207729349576765,6
"t.12","12194","Radiation Policy Council","http://www.presidency.ucsb.edu/ws/index.php?pid=32963","radiation, worker, advisory, doe, experiment, compensation, claim, illness, individual, dol","radiation, experiment, worker, claim, illness, thousand, exposure, vendor, exposed, test",0.125000240383229,6
"t.12","10831","Establishing the Federal Radiation Council","http://www.presidency.ucsb.edu/ws/index.php?pid=106519","radiation, worker, advisory, doe, experiment, compensation, claim, illness, individual, dol","radiation, experiment, worker, claim, illness, thousand, exposure, vendor, exposed, test",0.0869572306207364,6
"t.12","12882","President's Committee of Advisors on Science and Technology","http://www.presidency.ucsb.edu/ws/index.php?pid=61575","radiation, worker, advisory, doe, experiment, compensation, claim, illness, individual, dol","radiation, experiment, worker, claim, illness, thousand, exposure, vendor, exposed, test",0,6
"t.12","10727","Designating the Preparatory Commission of the International Atomic Energy Agency, the International Atomic Energy Agency, and the Universal Postal Union as Public International Organizations Entitled To Enjoy Certain Privileges, Exemptions, and Immunities","http://www.presidency.ucsb.edu/ws/index.php?pid=106339","radiation, worker, advisory, doe, experiment, compensation, claim, illness, individual, dol","radiation, experiment, worker, claim, illness, thousand, exposure, vendor, exposed, test",0,6
"t.12","13539","President's Council of Advisors on Science and Technology","http://www.presidency.ucsb.edu/ws/index.php?pid=87787","radiation, worker, advisory, doe, experiment, compensation, claim, illness, individual, dol","radiation, experiment, worker, claim, illness, thousand, exposure, vendor, exposed, test",0,6
"t.12","13185","To Strengthen the Federal Government-University Research Partnership","http://www.presidency.ucsb.edu/ws/index.php?pid=61674","radiation, worker, advisory, doe, experiment, compensation, claim, illness, individual, dol","radiation, experiment, worker, claim, illness, thousand, exposure, vendor, exposed, test",0,6
"t.13","13336","American Indian and Alaska Native Education","http://www.presidency.ucsb.edu/ws/index.php?pid=61430","tribal, indian, native, alaska, tribe, american, support, consultation, community, administrative","indian, native, tradition, tribe, alaska, acknowledge, language, unique, culture, indicator",0.438228160573239,10
"t.13","13647","Establishing the White House Council on Native American Affairs","http://www.presidency.ucsb.edu/ws/index.php?pid=103829","tribal, indian, native, alaska, tribe, american, support, consultation, community, administrative","indian, native, tradition, tribe, alaska, acknowledge, language, unique, culture, indicator",0.394299056651952,10
"t.13","13096","American Indian and Alaska Native Education","http://www.presidency.ucsb.edu/ws/index.php?pid=54747","tribal, indian, native, alaska, tribe, american, support, consultation, community, administrative","indian, native, tradition, tribe, alaska, acknowledge, language, unique, culture, indicator",0.385796440847262,10
"t.13","13592","Improving American Indian and Alaska Native Educational Opportunities and Strengthening Tribal Colleges and Universities","http://www.presidency.ucsb.edu/ws/index.php?pid=97357","tribal, indian, native, alaska, tribe, american, support, consultation, community, administrative","indian, native, tradition, tribe, alaska, acknowledge, language, unique, culture, indicator",0.245024847621363,10
"t.13","13270","Tribal Colleges and Universities","http://www.presidency.ucsb.edu/ws/index.php?pid=61366","tribal, indian, native, alaska, tribe, american, support, consultation, community, administrative","indian, native, tradition, tribe, alaska, acknowledge, language, unique, culture, indicator",0.2301255396439,10
"t.13","13021","Tribal Colleges and Universities","http://www.presidency.ucsb.edu/ws/index.php?pid=52138","tribal, indian, native, alaska, tribe, american, support, consultation, community, administrative","indian, native, tradition, tribe, alaska, acknowledge, language, unique, culture, indicator",0.189686968923043,10
"t.13","13689","Enhancing Coordination of National Efforts in the Arctic","http://www.presidency.ucsb.edu/ws/index.php?pid=109268","tribal, indian, native, alaska, tribe, american, support, consultation, community, administrative","indian, native, tradition, tribe, alaska, acknowledge, language, unique, culture, indicator",0.142307665680514,10
"t.13","11311","Carrying out Provisions of the Beirut Agreement of 1948 Relating to Audio-Visual Materials","http://www.presidency.ucsb.edu/ws/index.php?pid=59164","tribal, indian, native, alaska, tribe, american, support, consultation, community, administrative","indian, native, tradition, tribe, alaska, acknowledge, language, unique, culture, indicator",0.0784321030258349,10
"t.13","13632","Establishing the Hurricane Sandy Rebuilding Task Force","http://www.presidency.ucsb.edu/ws/index.php?pid=102740","tribal, indian, native, alaska, tribe, american, support, consultation, community, administrative","indian, native, tradition, tribe, alaska, acknowledge, language, unique, culture, indicator",0.0703126266478255,10
"t.13","13549","Classified National Security Information Program for State, Local, Tribal, and Private Sector Entities","http://www.presidency.ucsb.edu/ws/index.php?pid=88355","tribal, indian, native, alaska, tribe, american, support, consultation, community, administrative","indian, native, tradition, tribe, alaska, acknowledge, language, unique, culture, indicator",0.0661765592559771,10
"t.14","12264","Export of Banned or Significantly Restricted Substances","http://www.presidency.ucsb.edu/ws/index.php?pid=44519","foreign, export, substance, control, subsection, significantly, notification, consideration, required, procedure","notification, restricted, inclusion, exceptional, significantly, compile, foreign, certified, solely, export",0.859090800275515,14
"t.14","12114","Environmental Effects Abroad of Major Federal Actions","http://www.presidency.ucsb.edu/ws/index.php?pid=31623","foreign, export, substance, control, subsection, significantly, notification, consideration, required, procedure","notification, restricted, inclusion, exceptional, significantly, compile, foreign, certified, solely, export",0.220472587678432,14
"t.14","9865","Providing for the Protection Abroad of Inventions Resulting from Research Financed by the Government","http://www.presidency.ucsb.edu/ws/index.php?pid=59309","foreign, export, substance, control, subsection, significantly, notification, consideration, required, procedure","notification, restricted, inclusion, exceptional, significantly, compile, foreign, certified, solely, export",0.212500226562075,14
"t.14","13221","Energy Efficient Standby Power Devices","http://www.presidency.ucsb.edu/ws/index.php?pid=61502","foreign, export, substance, control, subsection, significantly, notification, consideration, required, procedure","notification, restricted, inclusion, exceptional, significantly, compile, foreign, certified, solely, export",0.135135573408288,14
"t.14","13333","Amending Executive Order 13257 To Implement the Trafficking Victims Protection Reauthorization Act of 2003","http://www.presidency.ucsb.edu/ws/index.php?pid=61427","foreign, export, substance, control, subsection, significantly, notification, consideration, required, procedure","notification, restricted, inclusion, exceptional, significantly, compile, foreign, certified, solely, export",0.132231684993037,14
"t.14","11502","Enlarging the Membership of the President's Committee on the National Medal of Science","http://www.presidency.ucsb.edu/ws/index.php?pid=106006","foreign, export, substance, control, subsection, significantly, notification, consideration, required, procedure","notification, restricted, inclusion, exceptional, significantly, compile, foreign, certified, solely, export",0.107144132625729,14
"t.14","13558","Export Enforcement Coordination Center","http://www.presidency.ucsb.edu/ws/index.php?pid=88690","foreign, export, substance, control, subsection, significantly, notification, consideration, required, procedure","notification, restricted, inclusion, exceptional, significantly, compile, foreign, certified, solely, export",0.100401846744021,14
"t.14","13139","Improving Health Protection of Military Personnel Participating in Particular Military Operations","http://www.presidency.ucsb.edu/ws/index.php?pid=56623","foreign, export, substance, control, subsection, significantly, notification, consideration, required, procedure","notification, restricted, inclusion, exceptional, significantly, compile, foreign, certified, solely, export",0.0942984028738578,14
"t.14","10485","Providing for the Performance of Certain Functions Heretofore Performed by the President With Respect to Electric Power and Natural Gas Facilities Located on the Borders of the United States","http://www.presidency.ucsb.edu/ws/index.php?pid=59222","foreign, export, substance, control, subsection, significantly, notification, consideration, required, procedure","notification, restricted, inclusion, exceptional, significantly, compile, foreign, certified, solely, export",0.0937502766919878,14
"t.14","11912","Delegation of Authorities Relating to Energy Policy and Conservation","http://www.presidency.ucsb.edu/ws/index.php?pid=59200","foreign, export, substance, control, subsection, significantly, notification, consideration, required, procedure","notification, restricted, inclusion, exceptional, significantly, compile, foreign, certified, solely, export",0.0866668555552407,14
"t.15","13231","Critical Infrastructure Protection in the Information Age","http://www.presidency.ucsb.edu/ws/index.php?pid=61512","infrastructure, system, critical, sector, protection, chair, private, branch, communication, issue","banking, duration, infrastructure, asset, critical, depend, standing, corporate, system, periodic",0.481764046600146,12
"t.15","13127","Amendment to Executive Order 13073, Year 2000 Conversion","http://www.presidency.ucsb.edu/ws/index.php?pid=57727","infrastructure, system, critical, sector, protection, chair, private, branch, communication, issue","banking, duration, infrastructure, asset, critical, depend, standing, corporate, system, periodic",0.323528027693873,12
"t.15","13073","Year 2000 Conversion","http://www.presidency.ucsb.edu/ws/index.php?pid=55082","infrastructure, system, critical, sector, protection, chair, private, branch, communication, issue","banking, duration, infrastructure, asset, critical, depend, standing, corporate, system, periodic",0.278760641006864,12
"t.15","13010","Critical Infrastructure Protection","http://www.presidency.ucsb.edu/ws/index.php?pid=53066","infrastructure, system, critical, sector, protection, chair, private, branch, communication, issue","banking, duration, infrastructure, asset, critical, depend, standing, corporate, system, periodic",0.275789335845049,12
"t.15","13652","Continuance of Certain Federal Advisory Committees","http://www.presidency.ucsb.edu/ws/index.php?pid=104302","infrastructure, system, critical, sector, protection, chair, private, branch, communication, issue","banking, duration, infrastructure, asset, critical, depend, standing, corporate, system, periodic",0.234285732244877,12
"t.15","13385","Continuance of Certain Federal Advisory Committees and Amendments to and Revocation of Other Executive Orders","http://www.presidency.ucsb.edu/ws/index.php?pid=61478","infrastructure, system, critical, sector, protection, chair, private, branch, communication, issue","banking, duration, infrastructure, asset, critical, depend, standing, corporate, system, periodic",0.209836049449099,12
"t.15","12893","Principles for Federal Infrastructure Investments","http://www.presidency.ucsb.edu/ws/index.php?pid=50520","infrastructure, system, critical, sector, protection, chair, private, branch, communication, issue","banking, duration, infrastructure, asset, critical, depend, standing, corporate, system, periodic",0.189710627474875,12
"t.15","13407","Public Alert and Warning System","http://www.presidency.ucsb.edu/ws/index.php?pid=234","infrastructure, system, critical, sector, protection, chair, private, branch, communication, issue","banking, duration, infrastructure, asset, critical, depend, standing, corporate, system, periodic",0.16728618178317,12
"t.15","13286","Amendment of Executive Orders, and Other Actions, in Connection With the Transfer of Certain Functions to the Secretary of Homeland Security","http://www.presidency.ucsb.edu/ws/index.php?pid=61382","infrastructure, system, critical, sector, protection, chair, private, branch, communication, issue","banking, duration, infrastructure, asset, critical, depend, standing, corporate, system, periodic",0.136476471901182,12
"t.15","12864","United States Advisory Council on the National Information Infrastructure","http://www.presidency.ucsb.edu/ws/index.php?pid=61558","infrastructure, system, critical, sector, protection, chair, private, branch, communication, issue","banking, duration, infrastructure, asset, critical, depend, standing, corporate, system, periodic",0.103448608797901,12
"t.16","13355","Strengthened Management of the Intelligence Community","http://www.presidency.ucsb.edu/ws/index.php?pid=61449","intelligence, center, security, community, activity, central, organization, terrorist, counterterrorism, subsection","central, counter, strengthened, mass, intelligence, threaten, cia, destruction, center, sense",0.470137618577627,17
"t.16","13354","National Counterterrorism Center","http://www.presidency.ucsb.edu/ws/index.php?pid=61448","intelligence, center, security, community, activity, central, organization, terrorist, counterterrorism, subsection","central, counter, strengthened, mass, intelligence, threaten, cia, destruction, center, sense",0.442460164714155,17
"t.16","13584","Developing an Integrated Strategic Counterterrorism Communications Initiative and Establishing a Temporary Organization To Support Certain Government-Wide Communications Activities Directed Abroad","http://www.presidency.ucsb.edu/ws/index.php?pid=96748","intelligence, center, security, community, activity, central, organization, terrorist, counterterrorism, subsection","central, counter, strengthened, mass, intelligence, threaten, cia, destruction, center, sense",0.402266230368643,17
"t.16","13328","Commission on the Intelligence Capabilities of the United States Regarding Weapons of Mass Destruction","http://www.presidency.ucsb.edu/ws/index.php?pid=61423","intelligence, center, security, community, activity, central, organization, terrorist, counterterrorism, subsection","central, counter, strengthened, mass, intelligence, threaten, cia, destruction, center, sense",0.373786106136739,17
"t.16","13558","Export Enforcement Coordination Center","http://www.presidency.ucsb.edu/ws/index.php?pid=88690","intelligence, center, security, community, activity, central, organization, terrorist, counterterrorism, subsection","central, counter, strengthened, mass, intelligence, threaten, cia, destruction, center, sense",0.305220794826032,17
"t.16","13311","Homeland Security Information Sharing","http://www.presidency.ucsb.edu/ws/index.php?pid=61406","intelligence, center, security, community, activity, central, organization, terrorist, counterterrorism, subsection","central, counter, strengthened, mass, intelligence, threaten, cia, destruction, center, sense",0.260415809468056,17
"t.16","13480","Exclusions From the Federal Labor-Management Relations Program","http://www.presidency.ucsb.edu/ws/index.php?pid=85056","intelligence, center, security, community, activity, central, organization, terrorist, counterterrorism, subsection","central, counter, strengthened, mass, intelligence, threaten, cia, destruction, center, sense",0.189655202140224,17
"t.16","13356","Strengthening the Sharing of Terrorism Information To Protect Americans","http://www.presidency.ucsb.edu/ws/index.php?pid=61450","intelligence, center, security, community, activity, central, organization, terrorist, counterterrorism, subsection","central, counter, strengthened, mass, intelligence, threaten, cia, destruction, center, sense",0.12909097355366,17
"t.16","13353","Establishing the Presidents Board on Safeguarding Americans Civil Liberties","http://www.presidency.ucsb.edu/ws/index.php?pid=61447","intelligence, center, security, community, activity, central, organization, terrorist, counterterrorism, subsection","central, counter, strengthened, mass, intelligence, threaten, cia, destruction, center, sense",0.100000062499844,17
"t.16","13127","Amendment to Executive Order 13073, Year 2000 Conversion","http://www.presidency.ucsb.edu/ws/index.php?pid=57727","intelligence, center, security, community, activity, central, organization, terrorist, counterterrorism, subsection","central, counter, strengthened, mass, intelligence, threaten, cia, destruction, center, sense",0.0882359861530634,17
"t.17","13286","Amendment of Executive Orders, and Other Actions, in Connection With the Transfer of Certain Functions to the Secretary of Homeland Security","http://www.presidency.ucsb.edu/ws/index.php?pid=61382","inserting, dhs, striking, thereof, lieu, security, subsection, dot, homeland, emergency","striking, appear, subsequent, dhs, inserting, appropriately, ordering, lieu, authorizing, delegating",0.863523528098818,19
"t.17","13284","Amendment of Executive Orders, and Other Actions, in Connection With the Establishment of the Department of Homeland Security","http://www.presidency.ucsb.edu/ws/index.php?pid=61380","inserting, dhs, striking, thereof, lieu, security, subsection, dot, homeland, emergency","striking, appear, subsequent, dhs, inserting, appropriately, ordering, lieu, authorizing, delegating",0.741935044514289,19
"t.17","12790","Amending the Order Establishing the Southwest Asia Service Medal","http://www.presidency.ucsb.edu/ws/index.php?pid=23612","inserting, dhs, striking, thereof, lieu, security, subsection, dot, homeland, emergency","striking, appear, subsequent, dhs, inserting, appropriately, ordering, lieu, authorizing, delegating",0.538458579912001,19
"t.17","13569","Amendments to Executive Orders 12824, 12835, 12859, and 13532, Reestablishment Pursuant to Executive Order 13498, and Revocation of Executive Order 13507","http://www.presidency.ucsb.edu/ws/index.php?pid=90233","inserting, dhs, striking, thereof, lieu, security, subsection, dot, homeland, emergency","striking, appear, subsequent, dhs, inserting, appropriately, ordering, lieu, authorizing, delegating",0.520545749686646,19
"t.17","13500","Further Amendments to Executive Order 12859, Establishment of the Domestic Policy Council","http://www.presidency.ucsb.edu/ws/index.php?pid=85750","inserting, dhs, striking, thereof, lieu, security, subsection, dot, homeland, emergency","striking, appear, subsequent, dhs, inserting, appropriately, ordering, lieu, authorizing, delegating",0.512819132160522,19
"t.17","13373","Amendments to Executive Order 11926 Relating to the Vice Presidential Service Badge","http://www.presidency.ucsb.edu/ws/index.php?pid=61466","inserting, dhs, striking, thereof, lieu, security, subsection, dot, homeland, emergency","striking, appear, subsequent, dhs, inserting, appropriately, ordering, lieu, authorizing, delegating",0.413043005672447,19
"t.17","13442","Amending the Order of Succession in the Department of Homeland Security","http://www.presidency.ucsb.edu/ws/index.php?pid=75678","inserting, dhs, striking, thereof, lieu, security, subsection, dot, homeland, emergency","striking, appear, subsequent, dhs, inserting, appropriately, ordering, lieu, authorizing, delegating",0.346939087879412,19
"t.17","13480","Exclusions From the Federal Labor-Management Relations Program","http://www.presidency.ucsb.edu/ws/index.php?pid=85056","inserting, dhs, striking, thereof, lieu, security, subsection, dot, homeland, emergency","striking, appear, subsequent, dhs, inserting, appropriately, ordering, lieu, authorizing, delegating",0.212643641828615,19
"t.17","13585","Continuance of Certain Federal Advisory Committees","http://www.presidency.ucsb.edu/ws/index.php?pid=96846","inserting, dhs, striking, thereof, lieu, security, subsection, dot, homeland, emergency","striking, appear, subsequent, dhs, inserting, appropriately, ordering, lieu, authorizing, delegating",0.198380650395708,19
"t.17","13499","Further Amendments to Executive Order 12835, Establishment of the National Economic Council","http://www.presidency.ucsb.edu/ws/index.php?pid=85749","inserting, dhs, striking, thereof, lieu, security, subsection, dot, homeland, emergency","striking, appear, subsequent, dhs, inserting, appropriately, ordering, lieu, authorizing, delegating",0.166667222212963,19
"t.18","12375","Motor Vehicles","http://www.presidency.ucsb.edu/ws/index.php?pid=42823","year, cost, fuel, plan, conservation, administrator, building, fiscal, pursuant, saving","average, square, foot, concurrence, saving, conversion, prohibition, fiscal, transmittal, installation",0.663365356340526,17
"t.18","12003","Energy Policy and Conservation","http://www.presidency.ucsb.edu/ws/index.php?pid=7842","year, cost, fuel, plan, conservation, administrator, building, fiscal, pursuant, saving","average, square, foot, concurrence, saving, conversion, prohibition, fiscal, transmittal, installation",0.647350730231304,17
"t.18","12217","Federal Compliance With Fuel Use Prohibitions","http://www.presidency.ucsb.edu/ws/index.php?pid=44609","year, cost, fuel, plan, conservation, administrator, building, fiscal, pursuant, saving","average, square, foot, concurrence, saving, conversion, prohibition, fiscal, transmittal, installation",0.631578144046013,17
"t.18","12185","Conservation of Petroleum and Natural Gas","http://www.presidency.ucsb.edu/ws/index.php?pid=31844","year, cost, fuel, plan, conservation, administrator, building, fiscal, pursuant, saving","average, square, foot, concurrence, saving, conversion, prohibition, fiscal, transmittal, installation",0.347058595156247,17
"t.18","12548","Grazing Fees","http://www.presidency.ucsb.edu/ws/index.php?pid=36873","year, cost, fuel, plan, conservation, administrator, building, fiscal, pursuant, saving","average, square, foot, concurrence, saving, conversion, prohibition, fiscal, transmittal, installation",0.244680613400993,17
"t.18","12242","Synthetic Fuels","http://www.presidency.ucsb.edu/ws/index.php?pid=45171","year, cost, fuel, plan, conservation, administrator, building, fiscal, pursuant, saving","average, square, foot, concurrence, saving, conversion, prohibition, fiscal, transmittal, installation",0.170454629390257,17
"t.18","12759","Federal Energy Management","http://www.presidency.ucsb.edu/ws/index.php?pid=23598","year, cost, fuel, plan, conservation, administrator, building, fiscal, pursuant, saving","average, square, foot, concurrence, saving, conversion, prohibition, fiscal, transmittal, installation",0.152381045351385,17
"t.18","12641","John C. Stennis Space Center","http://www.presidency.ucsb.edu/ws/index.php?pid=35861","year, cost, fuel, plan, conservation, administrator, building, fiscal, pursuant, saving","average, square, foot, concurrence, saving, conversion, prohibition, fiscal, transmittal, installation",0.146342117779051,17
