"Topic","num","title","link","TT_raw","TT_prime","value","DocCount"
"t.10","10861","Suspension of Certain Provisions of Section 5762 of Title 10 of the United States Code Which Relate to the Promotion of Officers of the Supply Corps, Chaplain Corps, Civil Engineer Corps, and Medical Service Corps of the Navy","http://www.presidency.ucsb.edu/ws/index.php?pid=106538","officer, corp, service, grade, board, general, promotion, sec, examination, sect","brigadier, presiding, totally, surgeon, specialty, aggravated, junior, presumption, candidate, roll",0.826921653110616,119
"t.10","10780","Suspension of Certain Provisions of Section 5762(a), Title 10, United States Code, Which Relate to Promotion of Officers of Supply Corps, Chaplain Corps, Civil Engineer Corps, and Medical Service Corps of the Navy","http://www.presidency.ucsb.edu/ws/index.php?pid=106297","officer, corp, service, grade, board, general, promotion, sec, examination, sect","brigadier, presiding, totally, surgeon, specialty, aggravated, junior, presumption, candidate, roll",0.763888155866234,119
"t.10","9955","Regulations Pertaining to Promotions to Certain Grades in the Regular Corps of the Public Health Service","http://www.presidency.ucsb.edu/ws/index.php?pid=60730","officer, corp, service, grade, board, general, promotion, sec, examination, sect","brigadier, presiding, totally, surgeon, specialty, aggravated, junior, presumption, candidate, roll",0.75999744001536,119
"t.10","10266","Suspension of Certain Provisions of the Officer Personnel Act of 1947, as Amended, Which Relate to Officers of the Navy and Marine Corps","http://www.presidency.ucsb.edu/ws/index.php?pid=78409","officer, corp, service, grade, board, general, promotion, sec, examination, sect","brigadier, presiding, totally, surgeon, specialty, aggravated, junior, presumption, candidate, roll",0.756096936348936,119
"t.10","10616","Suspension of Certain Provisions of the Officer Personnel Act of 1947, as Amended, Which Relates to Officers of the Marine Corps of the Grade of Brigadier General","http://www.presidency.ucsb.edu/ws/index.php?pid=106410","officer, corp, service, grade, board, general, promotion, sec, examination, sect","brigadier, presiding, totally, surgeon, specialty, aggravated, junior, presumption, candidate, roll",0.749997395849609,119
"t.10","10725","Suspension of the Provision of Section 5751(b) of Title 10, United States Code, Which Relates to Officers of the Marine Corps of the Grade of Captain","http://www.presidency.ucsb.edu/ws/index.php?pid=106338","officer, corp, service, grade, board, general, promotion, sec, examination, sect","brigadier, presiding, totally, surgeon, specialty, aggravated, junior, presumption, candidate, roll",0.749995833368055,119
"t.10","10465","Suspension of Certain Provisions of the Officer Personnel Act of 1947, as Amended, Which Relate to Officers of the Marine Corps","http://www.presidency.ucsb.edu/ws/index.php?pid=106579","officer, corp, service, grade, board, general, promotion, sec, examination, sect","brigadier, presiding, totally, surgeon, specialty, aggravated, junior, presumption, candidate, roll",0.731704402162911,119
"t.11","10046","Transferring Certain Lands from the Department of Agriculture to the Department of the Interior and Withdrawing Public Lands for the Use of the Department of Agriculture in Arizona, Colorado, Nevada, New Mexico, North Dakota, Oklahoma, Oregon, South Dakota, Utah, and Wyoming","http://www.presidency.ucsb.edu/ws/index.php?pid=60753","sec, frac, inclusive, land, forest, national, part, lot, stat, lying","bankhead, jone, exterior, grazing, frac, meridian, tenant, ouachita, forest, fractional",1,68
"t.11","10932","Modifying the Exterior Boundaries of Certain National Forests in Illinois, Michigan, Missouri, and Wisconsin","http://www.presidency.ucsb.edu/ws/index.php?pid=58870","sec, frac, inclusive, land, forest, national, part, lot, stat, lying","bankhead, jone, exterior, grazing, frac, meridian, tenant, ouachita, forest, fractional",1,68
"t.11","10234","Transferring Certain Lands from the Department of Agriculture to the Department of the Interior and Withdrawing Certain Public Lands for the Use of the Department of Agriculture","http://www.presidency.ucsb.edu/ws/index.php?pid=78385","sec, frac, inclusive, land, forest, national, part, lot, stat, lying","bankhead, jone, exterior, grazing, frac, meridian, tenant, ouachita, forest, fractional",1,68
"t.11","10322","Amendment of Section 1 of Executive Order No. 10046 of March 24, 1949, as Amended, Transferring Certain Lands from the Department of Agriculture to the Department of Interior","http://www.presidency.ucsb.edu/ws/index.php?pid=78460","sec, frac, inclusive, land, forest, national, part, lot, stat, lying","bankhead, jone, exterior, grazing, frac, meridian, tenant, ouachita, forest, fractional",1,68
"t.11","10445","Reserving Certain Lands Acquired Under Title III of the Bankhead-Jones Farm Tenant Act as Parts of National Forests","http://www.presidency.ucsb.edu/ws/index.php?pid=60566","sec, frac, inclusive, land, forest, national, part, lot, stat, lying","bankhead, jone, exterior, grazing, frac, meridian, tenant, ouachita, forest, fractional",0.936507243639296,68
"t.11","11178","Providing for the Transfer of Lands in Georgia from the Chattahoochee National Forest to the Oconee National Forest; the Addition of Land in Indiana to the Hoosier National Forest; the Addition of Land in Oklahoma to the Quachita National Forest; and the Adjustment of the Boundary of the Tombigbee National Forest, Mississippi","http://www.presidency.ucsb.edu/ws/index.php?pid=106277","sec, frac, inclusive, land, forest, national, part, lot, stat, lying","bankhead, jone, exterior, grazing, frac, meridian, tenant, ouachita, forest, fractional",0.935779416716131,68
"t.11","10278","Withdrawing from Appropriation the Phosphate Reserved to the United States in Certain Patented Lands and Transferring the Use, Possession, and Control Therefor to the Tennessee Valley Authority","http://www.presidency.ucsb.edu/ws/index.php?pid=78419","sec, frac, inclusive, land, forest, national, part, lot, stat, lying","bankhead, jone, exterior, grazing, frac, meridian, tenant, ouachita, forest, fractional",0.91999832000672,68
"t.11","10850","Modifying the Exterior Boundaries of Certain National Forests in Alabama, Florida, Louisiana, Mississippi, North Carolina, Oklahoma, and South Carolina","http://www.presidency.ucsb.edu/ws/index.php?pid=106532","sec, frac, inclusive, land, forest, national, part, lot, stat, lying","bankhead, jone, exterior, grazing, frac, meridian, tenant, ouachita, forest, fractional",0.916488163242232,68
"t.11","10092","Establishing an Airspace Reservation Over Certain Areas of the Superior National Forest in Minnesota","http://www.presidency.ucsb.edu/ws/index.php?pid=78278","sec, frac, inclusive, land, forest, national, part, lot, stat, lying","bankhead, jone, exterior, grazing, frac, meridian, tenant, ouachita, forest, fractional",0.906039995946311,68
"t.11","10844","Enlarging the Wasatch National Forest--Utah","http://www.presidency.ucsb.edu/ws/index.php?pid=106530","sec, frac, inclusive, land, forest, national, part, lot, stat, lying","bankhead, jone, exterior, grazing, frac, meridian, tenant, ouachita, forest, fractional",0.892045009039762,68
"t.12","10913","Amending Executive Order 10584 of December 18, 1954, Prescribing Rules and Regulations Relating to the Administration of the Watershed Protection and Flood Prevention Act","http://www.presidency.ucsb.edu/ws/index.php?pid=106478","housing, project, construction, work, building, space, area, agency, facility, administrator","flood, housing, stipulated, redevelopment, architectural, construction, census, space, fire, locating",0.778231110926077,167
"t.12","10584","Prescribing Rules and Regulations Relating to the Administration of the Watershed Protection and Flood Prevention Act","http://www.presidency.ucsb.edu/ws/index.php?pid=59240","housing, project, construction, work, building, space, area, agency, facility, administrator","flood, housing, stipulated, redevelopment, architectural, construction, census, space, fire, locating",0.766045121287684,167
"t.12","12941","Seismic Safety of Existing Federally Owned or Leased Buildings","http://www.presidency.ucsb.edu/ws/index.php?pid=49532","housing, project, construction, work, building, space, area, agency, facility, administrator","flood, housing, stipulated, redevelopment, architectural, construction, census, space, fire, locating",0.574802579206506,167
"t.12","10284","Extension of Time Relating to the Disposition of Certain Housing","http://www.presidency.ucsb.edu/ws/index.php?pid=106488","housing, project, construction, work, building, space, area, agency, facility, administrator","flood, housing, stipulated, redevelopment, architectural, construction, census, space, fire, locating",0.570370266118124,167
"t.12","11296","Evaluation of Flood Hazard in Locating Federally Owned or Financed Buildings, Roads, and Other Facilities, and in Disposing of Federal Lands and Properties","http://www.presidency.ucsb.edu/ws/index.php?pid=60542","housing, project, construction, work, building, space, area, agency, facility, administrator","flood, housing, stipulated, redevelopment, architectural, construction, census, space, fire, locating",0.542055710834005,167
"t.12","10339","Extensions of Time Relating to the Disposition of Certain Housing","http://www.presidency.ucsb.edu/ws/index.php?pid=78453","housing, project, construction, work, building, space, area, agency, facility, administrator","flood, housing, stipulated, redevelopment, architectural, construction, census, space, fire, locating",0.514705482267318,167
"t.12","12072","Federal Space Management","http://www.presidency.ucsb.edu/ws/index.php?pid=31185","housing, project, construction, work, building, space, area, agency, facility, administrator","flood, housing, stipulated, redevelopment, architectural, construction, census, space, fire, locating",0.508823224913853,167
"t.12","10385","Extension of Time Relating to the Removal of Certain Temporary Housing","http://www.presidency.ucsb.edu/ws/index.php?pid=78488","housing, project, construction, work, building, space, area, agency, facility, administrator","flood, housing, stipulated, redevelopment, architectural, construction, census, space, fire, locating",0.47825888470535,167
"t.12","11512","Planning, Acquisition, and Management of Federal Space","http://www.presidency.ucsb.edu/ws/index.php?pid=60482","housing, project, construction, work, building, space, area, agency, facility, administrator","flood, housing, stipulated, redevelopment, architectural, construction, census, space, fire, locating",0.470587793157201,167
"t.12","11237","Prescribing Regulations for Coordinating Planning and the Acquisition of Land Under the Outdoor Recreation Program of the Department of the Interior and the Open Space Program of the Housing and Home Finance Agency","http://www.presidency.ucsb.edu/ws/index.php?pid=105659","housing, project, construction, work, building, space, area, agency, facility, administrator","flood, housing, stipulated, redevelopment, architectural, construction, census, space, fire, locating",0.463510679675992,167
"t.13","13430","2007 Amendments to the Manual For Courts-Martial, United States","http://www.presidency.ucsb.edu/ws/index.php?pid=25174","subsection, child, judge, paragraph, accused, person, amendment, article, conduct, death","rape, wanton, wrongful, reckless, aggravating, bodily, discredit, murder, assault, gram",0.852573981456947,41
"t.13","12383","Amendments to the Manual for Courts- Martial, United States, 1969 (Revised Edition)","http://www.presidency.ucsb.edu/ws/index.php?pid=43039","subsection, child, judge, paragraph, accused, person, amendment, article, conduct, death","rape, wanton, wrongful, reckless, aggravating, bodily, discredit, murder, assault, gram",0.769347297717467,41
"t.13","13387","2005 Amendments to the Manual for Courts-Martial, United States","http://www.presidency.ucsb.edu/ws/index.php?pid=61479","subsection, child, judge, paragraph, accused, person, amendment, article, conduct, death","rape, wanton, wrongful, reckless, aggravating, bodily, discredit, murder, assault, gram",0.575146777856097,41
"t.13","13140","1999 Amendments to the Manual for Courts-Martial, United States","http://www.presidency.ucsb.edu/ws/index.php?pid=56664","subsection, child, judge, paragraph, accused, person, amendment, article, conduct, death","rape, wanton, wrongful, reckless, aggravating, bodily, discredit, murder, assault, gram",0.459615303994114,41
"t.13","12460","Amendments to the Manual for Courts- Martial, United States, 1969 (Revised Edition)","http://www.presidency.ucsb.edu/ws/index.php?pid=40139","subsection, child, judge, paragraph, accused, person, amendment, article, conduct, death","rape, wanton, wrongful, reckless, aggravating, bodily, discredit, murder, assault, gram",0.45924436640607,41
"t.13","12960","Amendments to the Manual for Courts-Martial, United States, 1984","http://www.presidency.ucsb.edu/ws/index.php?pid=51361","subsection, child, judge, paragraph, accused, person, amendment, article, conduct, death","rape, wanton, wrongful, reckless, aggravating, bodily, discredit, murder, assault, gram",0.381478296202571,41
"t.13","12888","Amendments to the Manual for Courts-Martial 1984","http://www.presidency.ucsb.edu/ws/index.php?pid=61580","subsection, child, judge, paragraph, accused, person, amendment, article, conduct, death","rape, wanton, wrongful, reckless, aggravating, bodily, discredit, murder, assault, gram",0.369375174914993,41
"t.13","12550","Amendments to the Manual for Courts- Martial, United States, 1984","http://www.presidency.ucsb.edu/ws/index.php?pid=36888","subsection, child, judge, paragraph, accused, person, amendment, article, conduct, death","rape, wanton, wrongful, reckless, aggravating, bodily, discredit, murder, assault, gram",0.225018512207694,41
"t.13","13513","Federal Leadership on Reducing Text Messaging While Driving","http://www.presidency.ucsb.edu/ws/index.php?pid=86711","subsection, child, judge, paragraph, accused, person, amendment, article, conduct, death","rape, wanton, wrongful, reckless, aggravating, bodily, discredit, murder, assault, gram",0.185303478651479,41
"t.13","10803","Providing for the Terms of Office of the Members of the International Development Advisory Board","http://www.presidency.ucsb.edu/ws/index.php?pid=106500","subsection, child, judge, paragraph, accused, person, amendment, article, conduct, death","rape, wanton, wrongful, reckless, aggravating, bodily, discredit, murder, assault, gram",0.185185459528527,41
"t.14","9689","Consolidation of Surplus Property Functions","http://www.presidency.ucsb.edu/ws/index.php?pid=77986","function, transferred, director, office, administrator, transfer, administration, property, war, record","unexpended, abolition, winding, surplus, liquidation, reassigned, wind, transferred, balance, reconversion",1,341
"t.14","9643","Transferring Certain Personnel, Records, Property, and Funds of the Department of Commerce, With Resepct to Surplus Property, to the Reconstruction Finance Corporation","http://www.presidency.ucsb.edu/ws/index.php?pid=77856","function, transferred, director, office, administrator, transfer, administration, property, war, record","unexpended, abolition, winding, surplus, liquidation, reassigned, wind, transferred, balance, reconversion",1,341
"t.14","9562","Termination of the Office of Civilian Defense","http://www.presidency.ucsb.edu/ws/index.php?pid=77891","function, transferred, director, office, administrator, transfer, administration, property, war, record","unexpended, abolition, winding, surplus, liquidation, reassigned, wind, transferred, balance, reconversion",1,341
"t.14","9665","Transfer of the Functions of the Smaller War Plants Corporation to the Reconstruction Finance Corporation and the Department of Commerce","http://www.presidency.ucsb.edu/ws/index.php?pid=77875","function, transferred, director, office, administrator, transfer, administration, property, war, record","unexpended, abolition, winding, surplus, liquidation, reassigned, wind, transferred, balance, reconversion",0.932885324986141,341
"t.14","9744-A","Transferring the Review Committee on Deferment of Government Employees to the Office of War Mobilization and Reconversion","http://www.presidency.ucsb.edu/ws/index.php?pid=78080","function, transferred, director, office, administrator, transfer, administration, property, war, record","unexpended, abolition, winding, surplus, liquidation, reassigned, wind, transferred, balance, reconversion",0.927534992652195,341
"t.14","9710","Terminating the Office of Inter-american Affairs and Transferring Certain of Its Functions","http://www.presidency.ucsb.edu/ws/index.php?pid=78003","function, transferred, director, office, administrator, transfer, administration, property, war, record","unexpended, abolition, winding, surplus, liquidation, reassigned, wind, transferred, balance, reconversion",0.911289659210227,341
"t.14","9847","Liquidation of the Solid Fuels Administration for War","http://www.presidency.ucsb.edu/ws/index.php?pid=78102","function, transferred, director, office, administrator, transfer, administration, property, war, record","unexpended, abolition, winding, surplus, liquidation, reassigned, wind, transferred, balance, reconversion",0.887322852611683,341
"t.14","9608","Providing for the Termination of the Office of War Information, and for the Disposition of Its Functions and of Certain Functions of the Office of Inter-american Affairs","http://www.presidency.ucsb.edu/ws/index.php?pid=60671","function, transferred, director, office, administrator, transfer, administration, property, war, record","unexpended, abolition, winding, surplus, liquidation, reassigned, wind, transferred, balance, reconversion",0.873683817174929,341
"t.14","9744","Termination of the Office of the Director of Liquidation","http://www.presidency.ucsb.edu/ws/index.php?pid=78079","function, transferred, director, office, administrator, transfer, administration, property, war, record","unexpended, abolition, winding, surplus, liquidation, reassigned, wind, transferred, balance, reconversion",0.870965348610654,341
"t.14","9828","Transferring the Surplus Property Office of the Department of the Interior to the War Assets Administration","http://www.presidency.ucsb.edu/ws/index.php?pid=78082","function, transferred, director, office, administrator, transfer, administration, property, war, record","unexpended, abolition, winding, surplus, liquidation, reassigned, wind, transferred, balance, reconversion",0.854429931101353,341
"t.15","11384","Placing an Additional Position in Level V of the Federal Executive Salary Schedule","http://www.presidency.ucsb.edu/ws/index.php?pid=106112","note, release, code, level, press, title, schedule, position, form, johnson","cutoff, clemente, aging, biscayne, teletype, placing, calif, sport, fla, fitness",1,387
"t.15","11581","Amending Executive Order No. 11248, Placing Certain Positions in Levels IV and V of the Federal Executive Salary Schedule","http://www.presidency.ucsb.edu/ws/index.php?pid=60490","note, release, code, level, press, title, schedule, position, form, johnson","cutoff, clemente, aging, biscayne, teletype, placing, calif, sport, fla, fitness",1,387
"t.15","11316","Placing an Additional Position in Level V of the Federal Executive Salary Schedule","http://www.presidency.ucsb.edu/ws/index.php?pid=105776","note, release, code, level, press, title, schedule, position, form, johnson","cutoff, clemente, aging, biscayne, teletype, placing, calif, sport, fla, fitness",1,387
"t.15","11367","Placing an Additional Position in Level IV of the Federal Executive Salary Schedule","http://www.presidency.ucsb.edu/ws/index.php?pid=106101","note, release, code, level, press, title, schedule, position, form, johnson","cutoff, clemente, aging, biscayne, teletype, placing, calif, sport, fla, fitness",1,387
"t.15","11338","Placing an Additional Position in Level V of the Federal Executive Salary Schedule","http://www.presidency.ucsb.edu/ws/index.php?pid=106080","note, release, code, level, press, title, schedule, position, form, johnson","cutoff, clemente, aging, biscayne, teletype, placing, calif, sport, fla, fitness",1,387
"t.15","11898","Amending Executive Order No. 11861, as Amended, Placing Certain Positions in Levels IV and V of the Executive Schedule","http://www.presidency.ucsb.edu/ws/index.php?pid=23648","note, release, code, level, press, title, schedule, position, form, johnson","cutoff, clemente, aging, biscayne, teletype, placing, calif, sport, fla, fitness",1,387
"t.15","11421","Placing an Additional Position in Level V of the Federal Executive Salary Schedule","http://www.presidency.ucsb.edu/ws/index.php?pid=106192","note, release, code, level, press, title, schedule, position, form, johnson","cutoff, clemente, aging, biscayne, teletype, placing, calif, sport, fla, fitness",1,387
"t.15","11385","Placing an Additional Position in Level IV of the Federal Executive Salary Schedule","http://www.presidency.ucsb.edu/ws/index.php?pid=60557","note, release, code, level, press, title, schedule, position, form, johnson","cutoff, clemente, aging, biscayne, teletype, placing, calif, sport, fla, fitness",1,387
"t.15","11416","Placing an Additional Position in Level V of the Federal Executive Salary Schedule","http://www.presidency.ucsb.edu/ws/index.php?pid=106188","note, release, code, level, press, title, schedule, position, form, johnson","cutoff, clemente, aging, biscayne, teletype, placing, calif, sport, fla, fitness",1,387
"t.15","11273","Placing an Additional Position in Level V of the Federal Executive Salary Schedule","http://www.presidency.ucsb.edu/ws/index.php?pid=105684","note, release, code, level, press, title, schedule, position, form, johnson","cutoff, clemente, aging, biscayne, teletype, placing, calif, sport, fla, fitness",0.928568367368804,387
"t.16","13154","Establishing the Kosovo Campaign Medal","http://www.presidency.ucsb.edu/ws/index.php?pid=61647","service, medal, award, armed, force, awarded, regulation, dod, member, person","posthumously, persian, expeditionary, posthumous, suitably, heart, badge, medal, ribbon, meritorious",1,145
"t.16","11231","Establishing the Vietnam Service Medal","http://www.presidency.ucsb.edu/ws/index.php?pid=59151","service, medal, award, armed, force, awarded, regulation, dod, member, person","posthumously, persian, expeditionary, posthumous, suitably, heart, badge, medal, ribbon, meritorious",1,145
"t.16","9586","The Medal of Freedom","http://www.presidency.ucsb.edu/ws/index.php?pid=59291","service, medal, award, armed, force, awarded, regulation, dod, member, person","posthumously, persian, expeditionary, posthumous, suitably, heart, badge, medal, ribbon, meritorious",1,145
"t.16","11016","Authorizing Award of the Purple Heart","http://www.presidency.ucsb.edu/ws/index.php?pid=58955","service, medal, award, armed, force, awarded, regulation, dod, member, person","posthumously, persian, expeditionary, posthumous, suitably, heart, badge, medal, ribbon, meritorious",1,145
"t.16","11448","Establishing the Meritorious Service Medal","http://www.presidency.ucsb.edu/ws/index.php?pid=59179","service, medal, award, armed, force, awarded, regulation, dod, member, person","posthumously, persian, expeditionary, posthumous, suitably, heart, badge, medal, ribbon, meritorious",1,145
"t.16","12754","Establishing the Southwest Asia Service Medal","http://www.presidency.ucsb.edu/ws/index.php?pid=23593","service, medal, award, armed, force, awarded, regulation, dod, member, person","posthumously, persian, expeditionary, posthumous, suitably, heart, badge, medal, ribbon, meritorious",1,145
"t.16","11046","Authorizing Award of the Bronze Star Medal","http://www.presidency.ucsb.edu/ws/index.php?pid=58985","service, medal, award, armed, force, awarded, regulation, dod, member, person","posthumously, persian, expeditionary, posthumous, suitably, heart, badge, medal, ribbon, meritorious",1,145
"t.16","13363","Establishing the Afghanistan and Iraq Campaign Medals","http://www.presidency.ucsb.edu/ws/index.php?pid=61456","service, medal, award, armed, force, awarded, regulation, dod, member, person","posthumously, persian, expeditionary, posthumous, suitably, heart, badge, medal, ribbon, meritorious",0.947866874059835,145
"t.16","9734","President's Certificate of Merit","http://www.presidency.ucsb.edu/ws/index.php?pid=78025","service, medal, award, armed, force, awarded, regulation, dod, member, person","posthumously, persian, expeditionary, posthumous, suitably, heart, badge, medal, ribbon, meritorious",0.943394553228101,145
"t.16","12793","Continuing the Presidential Service Certificate and the Presidential Service Badge","http://www.presidency.ucsb.edu/ws/index.php?pid=23615","service, medal, award, armed, force, awarded, regulation, dod, member, person","posthumously, persian, expeditionary, posthumous, suitably, heart, badge, medal, ribbon, meritorious",0.933961445355763,145
"t.17","12408","Reports on International Organizations","http://www.presidency.ucsb.edu/ws/index.php?pid=40966","office, register, america, filed, constitution, note, code, title, december, ronaldreagan","ronaldreagan, jimmycarter, filed, cuban, register, desert, deadline, renamed, georgewbush, typographical",0.863633057881292,791
"t.17","12621","President's Task Force on Market Mechanisms","http://www.presidency.ucsb.edu/ws/index.php?pid=33871","office, register, america, filed, constitution, note, code, title, december, ronaldreagan","ronaldreagan, jimmycarter, filed, cuban, register, desert, deadline, renamed, georgewbush, typographical",0.739128355405605,791
"t.17","12415","Extension of the Presidential Commission on Drunk Driving","http://www.presidency.ucsb.edu/ws/index.php?pid=41139","office, register, america, filed, constitution, note, code, title, december, ronaldreagan","ronaldreagan, jimmycarter, filed, cuban, register, desert, deadline, renamed, georgewbush, typographical",0.722215740848764,791
"t.17","12309","President's Economic Policy Advisory Board","http://www.presidency.ucsb.edu/ws/index.php?pid=43929","office, register, america, filed, constitution, note, code, title, december, ronaldreagan","ronaldreagan, jimmycarter, filed, cuban, register, desert, deadline, renamed, georgewbush, typographical",0.719995360055679,791
"t.17","12299","Presidential Advisory Board on Ambassadorial Appointments","http://www.presidency.ucsb.edu/ws/index.php?pid=43559","office, register, america, filed, constitution, note, code, title, december, ronaldreagan","ronaldreagan, jimmycarter, filed, cuban, register, desert, deadline, renamed, georgewbush, typographical",0.719995360055679,791
"t.17","12497","President's Advisory Committee on Mediation and Conciliation","http://www.presidency.ucsb.edu/ws/index.php?pid=39507","office, register, america, filed, constitution, note, code, title, december, ronaldreagan","ronaldreagan, jimmycarter, filed, cuban, register, desert, deadline, renamed, georgewbush, typographical",0.718746386752624,791
"t.17","12151","President's Commission on the Holocaust","http://www.presidency.ucsb.edu/ws/index.php?pid=32733","office, register, america, filed, constitution, note, code, title, december, ronaldreagan","ronaldreagan, jimmycarter, filed, cuban, register, desert, deadline, renamed, georgewbush, typographical",0.708328645891926,791
"t.17","12447","President's Private Sector Survey on Cost Control in the Federal Government","http://www.presidency.ucsb.edu/ws/index.php?pid=40697","office, register, america, filed, constitution, note, code, title, december, ronaldreagan","ronaldreagan, jimmycarter, filed, cuban, register, desert, deadline, renamed, georgewbush, typographical",0.666665656571778,791
"t.17","12219","Presidential Commission on World Hunger","http://www.presidency.ucsb.edu/ws/index.php?pid=44616","office, register, america, filed, constitution, note, code, title, december, ronaldreagan","ronaldreagan, jimmycarter, filed, cuban, register, desert, deadline, renamed, georgewbush, typographical",0.666662500052083,791
"t.17","12342","Environmental Safeguards for Animal Damage Control on Federal Lands","http://www.presidency.ucsb.edu/ws/index.php?pid=42742","office, register, america, filed, constitution, note, code, title, december, ronaldreagan","ronaldreagan, jimmycarter, filed, cuban, register, desert, deadline, renamed, georgewbush, typographical",0.653839940923986,791
"t.18","13256","Presidents Board of Advisors on Historically Black Colleges and Universities","http://www.presidency.ucsb.edu/ws/index.php?pid=61353","education, university, american, school, program, doed, initiative, student, agency, secretary","hispanic, islander, elementary, childhood, philanthropic, postsecondary, excellence, historically, faculty, university",0.775347648898022,134
"t.18","12677","Historically Black Colleges and Universities","http://www.presidency.ucsb.edu/ws/index.php?pid=23526","education, university, american, school, program, doed, initiative, student, agency, secretary","hispanic, islander, elementary, childhood, philanthropic, postsecondary, excellence, historically, faculty, university",0.769722535358719,134
"t.18","12900","Educational Excellence for Hispanic Americans","http://www.presidency.ucsb.edu/ws/index.php?pid=49684","education, university, american, school, program, doed, initiative, student, agency, secretary","hispanic, islander, elementary, childhood, philanthropic, postsecondary, excellence, historically, faculty, university",0.749450275087731,134
