"num","title","year","president","party","eoMatches.out.num","eoMatches.in.num","eoMatches.all.num","is.ostp","Id","Label","presidentNum","Category"
"9791","Providing for a Study of Scientific Reseach and Development Activities and Establishing the President's Scientific Research Board","1946","Truman","D",0,1,1,TRUE,"9791","9791",33,"Other_OSTP"
"12706","Nuclear Cooperation with EURATOM","1990","H.W. Bush","R",10,5,15,FALSE,"12706","12706",41,"Other_non"
"12753","Nuclear Cooperation With EURATOM","1991","H.W. Bush","R",11,4,15,FALSE,"12753","12753",41,"Other_non"
"11089","Assigning Emergency Preparedness Functions to the Atomic Energy Commission","1963","Kennedy","D",0,1,1,FALSE,"11089","11089",35,"Other_non"
"11734","Revising the Membership of the President's Committee on the National Medal of Science","1973","Nixon","R",1,0,1,FALSE,"11734","11734",37,"Other_non"
"12791","Nuclear Cooperation With Euratom","1992","H.W. Bush","R",12,3,15,FALSE,"12791","12791",41,"Other_non"
"11814","Activation of the Energy Resources Council","1974","Ford","R",0,5,5,FALSE,"11814","11814",38,"Other_non"
"12660","National Microgravity Research Board","1988","Reagan","R",1,1,2,FALSE,"12660","12660",40,"Other_non"
"12840","Nuclear Cooperation With EURATOM","1993","Clinton","D",13,2,15,FALSE,"12840","12840",42,"Other_non"
"12351","Nuclear Cooperation With EURATOM","1982","Reagan","R",2,14,16,FALSE,"12351","12351",40,"Other_non"
"12501","Arctic Research","1985","Reagan","R",0,1,1,TRUE,"12501","12501",40,"Other_OSTP"
"12876","Historically Black Colleges and Universities","1993","Clinton","D",1,4,5,FALSE,"12876","12876",42,"Other_non"
"12712","Adding the Secretary of Energy to the National Space Council","1990","H.W. Bush","R",1,0,1,FALSE,"12712","12712",41,"Other_non"
"12832","Amendments Relating to the National Research Council","1993","H.W. Bush","R",0,1,1,FALSE,"12832","12832",41,"Other_non"
"12629","Nuclear Cooperation With EURATOM","1988","Reagan","R",8,7,15,FALSE,"12629","12629",40,"Other_non"
"13256","Presidents Board of Advisors on Historically Black Colleges and Universities","2002","W. Bush","R",1,5,6,FALSE,"13256","13256",43,"Other_non"
"9912","Establishing the Interdepartmental Committee on Scientific Research and Development","1947","Truman","D",0,2,2,FALSE,"9912","9912",33,"Other_non"
"12009","Department of Energy","1977","Carter","D",0,2,2,FALSE,"12009","12009",39,"Other_non"
"13104","Amendment to Executive Order 13021, Tribal Colleges and Universities","1998","Clinton","D",1,0,1,FALSE,"13104","13104",42,"Other_non"
"12903","Nuclear Cooperation With EURATOM","1994","Clinton","D",14,1,15,FALSE,"12903","12903",42,"Other_non"
"12955","Nuclear Cooperation With EURATOM","1995","Clinton","D",15,0,15,FALSE,"12955","12955",42,"Other_non"
"10780","Suspension of Certain Provisions of Section 5762(a), Title 10, United States Code, Which Relate to Promotion of Officers of Supply Corps, Chaplain Corps, Civil Engineer Corps, and Medical Service Corps of the Navy","1958","Eisenhower","R",0,0,0,FALSE,"10780","10780",34,"Other_non"
"11502","Enlarging the Membership of the President's Committee on the National Medal of Science","1969","Nixon","R",1,0,1,FALSE,"11502","11502",37,"Other_non"
"12320","Historically Black Colleges and Universities","1981","Reagan","R",1,1,2,FALSE,"12320","12320",40,"Other_non"
"11381","Amending Executive Order No. 10807 of March 13, 1959, Relating to the Federal Council for Science and Technology","1967","Johnson","D",1,0,1,TRUE,"11381","11381",36,"Other_OSTP"
"13211","Actions Concerning Regulations That Significantly Affect Energy Supply, Distribution, or Use","2001","W. Bush","R",1,0,1,FALSE,"13211","13211",43,"Other_non"
"13624","Accelerating Investment in Industrial Energy Efficiency","2012","Obama","D",0,0,0,TRUE,"13624","13624",44,"Obama_OSTP"
"10492","Establishing a Seal for the National Advisory Committee for Aeronautics","1953","Eisenhower","R",0,0,0,FALSE,"10492","10492",34,"Other_non"
"13451","Designating the ITER International Fusion Energy Organization as a Public International Organization Entitled To Enjoy Certain Privileges, Exemptions, and Immunities","2007","W. Bush","R",0,0,0,FALSE,"13451","13451",43,"Other_non"
"10849","Establishing a Seal for the National Aeronautics and Space Administration","1959","Eisenhower","R",0,1,1,FALSE,"10849","10849",34,"Other_non"
"9816","Providing the Transfer of Properties and Personnel to the Atomic Energy Commission","1946","Truman","D",0,2,2,FALSE,"9816","9816",33,"Other_non"
"10793","Transferring Certain Functions From the Department of Defense to the National Aeronautics and Space Administration","1958","Eisenhower","R",0,0,0,FALSE,"10793","10793",34,"Other_non"
"13335","Incentives for the Use of Health Information Technology and Establishing the Position of the National Health Information Technology Coordinator","2004","W. Bush","R",0,0,0,FALSE,"13335","13335",43,"Other_non"
"10262","Suspension of Professional Examinations for Promotion of Medical, Dental, and Veterinary Offices in the Regular Army and Air Force","1951","Truman","D",0,0,0,FALSE,"10262","10262",33,"Other_non"
"9604","Providing for the Release of Scientific Information (Extension and Amendment of Executive Order No. 9568)","1945","Truman","D",1,2,3,FALSE,"9604","9604",33,"Other_non"
"12700","President's Council of Advisors on Science and Technology","1990","H.W. Bush","R",0,3,3,TRUE,"12700","12700",41,"Other_OSTP"
"13435","Expanding Approved Stem Cell Lines in Ethically Responsible Ways","2007","W. Bush","R",0,1,1,FALSE,"13435","13435",43,"Other_non"
"13200","Presidents Information Technology Advisory Committee, Further Amendment to Executive Order 13035, as Amended","2001","W. Bush","R",3,1,4,FALSE,"13200","13200",43,"Other_non"
"13521","Establishing the Presidential Commission for the Study of Bioethical Issues","2009","Obama","D",1,3,4,FALSE,"13521","13521",44,"Obama_non"
"10596","Revocation of Executive Order No. 9908 of December 5, 1947","1955","Eisenhower","R",2,0,2,FALSE,"10596","10596",34,"Other_non"
"9609","Authorizing the National Advisory Committee for Aeronautics to Acquire and Dispose of Property","1945","Truman","D",0,0,0,FALSE,"9609","9609",33,"Other_non"
"13329","Encouraging Innovation in Manufacturing","2004","W. Bush","R",1,0,1,TRUE,"13329","13329",43,"Other_OSTP"
"12768","Extension of the President's Council of Advisors on Science and Technology","1991","H.W. Bush","R",1,1,2,FALSE,"12768","12768",41,"Other_non"
"13270","Tribal Colleges and Universities","2002","W. Bush","R",1,6,7,FALSE,"13270","13270",43,"Other_non"
"10783","Transferring Certain Functions From the Department of Defense to the National Aeronautics and Space Administration","1958","Eisenhower","R",1,0,1,FALSE,"10783","10783",34,"Other_non"
"10861","Suspension of Certain Provisions of Section 5762 of Title 10 of the United States Code Which Relate to the Promotion of Officers of the Supply Corps, Chaplain Corps, Civil Engineer Corps, and Medical Service Corps of the Navy","1960","Eisenhower","R",0,0,0,FALSE,"10861","10861",34,"Other_non"
"12902","Energy Efficiency and Water Conservation at Federal Facilities","1994","Clinton","D",1,2,3,FALSE,"12902","12902",42,"Other_non"
"13718","Commission on Enhancing National Cybersecurity","2016","Obama","D",0,0,0,FALSE,"13718","13718",44,"Obama_non"
"13419","National Aeronautics Research and Development","2006","W. Bush","R",2,1,3,TRUE,"13419","13419",43,"Other_OSTP"
"11819","Membership of the Energy Resources Council","1974","Ford","R",1,0,1,FALSE,"11819","11819",38,"Other_non"
"11930","Performance by the Federal Energy Office of Energy Functions of the Federal Energy Administration","1976","Ford","R",3,1,4,FALSE,"11930","11930",38,"Other_non"
"11287","Award and Presentation of the National Medal of Science","1966","Johnson","D",2,24,26,FALSE,"11287","11287",36,"Other_non"
"13021","Tribal Colleges and Universities","1996","Clinton","D",2,4,6,FALSE,"13021","13021",42,"Other_non"
"11902","Procedures for an Export Licensing Policy as to Nuclear Materials and Equipment","1976","Ford","R",0,2,2,FALSE,"11902","11902",38,"Other_non"
"10870","Designating the Facilities of the National Aeronautics and Space Administration at Huntsville, Alabama, as the George C. Marshall Space Flight Center","1960","Eisenhower","R",0,0,0,FALSE,"10870","10870",34,"Other_non"
"12759","Federal Energy Management","1991","H.W. Bush","R",0,2,2,FALSE,"12759","12759",41,"Other_non"
"12083","Energy Coordinating Committee","1978","Carter","D",1,4,5,TRUE,"12083","12083",39,"Other_OSTP"
"10961","Providing Procedures for the Award of the National Medal of Science","1961","Kennedy","D",1,1,2,FALSE,"10961","10961",35,"Other_non"
"11775","Abolishing the Energy Policy Office","1974","Nixon","R",3,1,4,FALSE,"11775","11775",37,"Other_non"
"13212","Actions To Expedite Energy-Related Projects","2001","W. Bush","R",0,3,3,FALSE,"13212","13212",43,"Other_non"
"11855","Membership of the Energy Resources Council","1975","Ford","R",1,0,1,FALSE,"11855","11855",38,"Other_non"
"13111","Using Technology To Improve Training Opportunities for Federal Government Employees","1999","Clinton","D",1,3,4,TRUE,"13111","13111",42,"Other_OSTP"
"10910","Providing for the Design and Award of the National Medal of Science","1961","Eisenhower","R",0,2,2,FALSE,"10910","10910",34,"Other_non"
"13179","Providing Compensation to Americas Nuclear Weapons Workers","2000","Clinton","D",0,2,2,FALSE,"13179","13179",42,"Other_non"
"11912","Delegation of Authorities Relating to Energy Policy and Conservation","1976","Ford","R",1,7,8,FALSE,"11912","11912",38,"Other_non"
"11882","Membership of Energy Research and Development Administration on Established River Basin Commissions","1975","Ford","R",5,0,5,FALSE,"11882","11882",38,"Other_non"
"11060","Prescribing Certain Regulations and Delegating to the Attorney General Certain Authority of the President to Prescribe Other Regulations Relating to the Recovery From Tortiously Liable Third Persons of the Cost of Hospital and Medical Care and Treatment Furnished by the United States","1962","Kennedy","D",0,1,1,FALSE,"11060","11060",35,"Other_non"
"10751","Amendment of Executive Order No. 10127, Establishing Airspace Reservations Over Certain Facilities of the United States Atomic Energy Commission","1958","Eisenhower","R",1,1,2,FALSE,"10751","10751",34,"Other_non"
"9928","Suspending Professional Examinations for Permanent Promotion of Officers in the Medical Department of the Army","1948","Truman","D",0,0,0,FALSE,"9928","9928",33,"Other_non"
"13011","Federal Information Technology","1996","Clinton","D",0,4,4,TRUE,"13011","13011",42,"Other_OSTP"
"12975","Protection of Human Research Subjects and Creation of National Bioethics Advisory Commission","1995","Clinton","D",0,4,4,TRUE,"12975","12975",42,"Other_OSTP"
"11160","Prescribing Regulations Relating to Medical Care for Retired Ships' Officers and Members of Crews of Vessels of the Coast and Geodetic Survey and Dependents of Active and Retired Ships' Officers and Crew Members","1964","Johnson","D",1,0,1,FALSE,"11160","11160",36,"Other_non"
"13398","National Mathematics Advisory Panel","2006","W. Bush","R",0,0,0,FALSE,"13398","13398",43,"Other_non"
"12058","Nuclear Non-Proliferation","1978","Carter","D",1,0,1,FALSE,"12058","12058",39,"Other_non"
"11393","Amending Executive Order No. 11248, Placing Certain Positions in Levels IV and V of the Federal Executive Salary Schedule","1968","Johnson","D",2,0,2,FALSE,"11393","11393",36,"Other_non"
"10710","Creating a Board of Inquiry To Report on a Labor Dispute Affecting the Operations of Atomic Energy Facilities","1957","Eisenhower","R",0,1,1,FALSE,"10710","10710",34,"Other_non"
"13221","Energy Efficient Standby Power Devices","2001","W. Bush","R",0,0,0,FALSE,"13221","13221",43,"Other_non"
"13237","Creation of the Presidents Council on Bioethics","2001","W. Bush","R",0,4,4,FALSE,"13237","13237",43,"Other_non"
"12202","Nuclear Safety Oversight Committee","1980","Carter","D",0,3,3,FALSE,"12202","12202",39,"Other_non"
"10734","Amendment of Executive Order No. 10657, Relating to the Transfer to the Housing and Home Finance Administrator of Certain Functions Under the Atomic Energy Community Act of 1955","1957","Eisenhower","R",1,1,2,FALSE,"10734","10734",34,"Other_non"
"11268","Placing an Additional Position in Level V of the Federal Executive Salary Schedule","1966","Johnson","D",1,1,2,FALSE,"11268","11268",36,"Other_non"
"12121","Energy Coordinating Committee","1979","Carter","D",1,1,2,FALSE,"12121","12121",39,"Other_non"
"13133","Working Group on Unlawful Conduct on the Internet","1999","Clinton","D",0,1,1,FALSE,"13133","13133",42,"Other_non"
"13636","Improving Critical Infrastructure Cybersecurity","2013","Obama","D",5,1,6,FALSE,"13636","13636",44,"Obama_non"
"10216","Extension of the Provisions of Part I of Executive Order No. 10210 of February 2, 1951, to the Department of Agriculture, the Atomic Energy Commission, the National Advisory Committee for Aeronautics, and the Government Printing Office","1951","Truman","D",1,0,1,FALSE,"10216","10216",33,"Other_non"
"13707","Using Behavioral Science Insights To Better Serve the American People","2015","Obama","D",2,0,2,TRUE,"13707","13707",44,"Obama_OSTP"
"11770","International Symposium on Geothermal Energy-1975","1974","Nixon","R",0,0,0,FALSE,"11770","11770",37,"Other_non"
"13458","Implementation of the Protocol Additional to the Agreement Between the United States and the International Atomic Energy Agency for the Application of Safeguards in the United States of America","2008","W. Bush","R",0,0,0,FALSE,"13458","13458",43,"Other_non"
"13147","White House Commission on Complementary and Alternative Medicine Policy","2000","Clinton","D",0,2,2,FALSE,"13147","13147",42,"Other_non"
"11098","Amending the Selective Service Regulations","1963","Kennedy","D",12,11,23,FALSE,"11098","11098",35,"Other_non"
"10942","Amendment of Executive Order No. 10849, Establishing a Seal for the National Aeronautics and Space Administration","1961","Kennedy","D",1,0,1,FALSE,"10942","10942",35,"Other_non"
"13527","Establishing Federal Capability for the Timely Provision of Medical Countermeasures Following a Biological Attack","2009","Obama","D",0,0,0,FALSE,"13527","13527",44,"Obama_non"
"12894","North Pacific Marine Science Organization","1994","Clinton","D",0,0,0,FALSE,"12894","12894",42,"Other_non"
"12997","Korean Peninsula Energy Development Organization","1996","Clinton","D",0,0,0,FALSE,"12997","12997",42,"Other_non"
"9703","Regulations Relating to the Medical Care of Certain Personnel of the Coast Guard, Coast and Geodetic Survey, Public Health Service, and Former Lighthouse Service","1946","Truman","D",0,4,4,FALSE,"9703","9703",33,"Other_non"
"13744","Coordinating Efforts To Prepare the Nation for Space Weather Events","2016","Obama","D",2,0,2,TRUE,"13744","13744",44,"Obama_OSTP"
"11095","Assigning Emergency Preparedness Functions to: The Board of Directors of the Tennessee Valley Authority; The Railroad Retirement Board; The Administrator of the National Aeronautics and Space Administration; The Federal Power Commission; The Director of the National Science Foundation","1963","Kennedy","D",1,1,2,TRUE,"11095","11095",35,"Other_OSTP"
"12665","Amending Executive Order No. 12658, President's Commission on Catastrophic Nuclear Accidents","1989","Reagan","R",1,1,2,FALSE,"12665","12665",40,"Other_non"
"10166","Establishing the National Advisory Committee on the Selection of Doctors, Dentists and Allied Specialists","1950","Truman","D",0,2,2,FALSE,"10166","10166",33,"Other_non"
"11553","Amending the Selective Service Regulations","1970","Nixon","R",4,1,5,FALSE,"11553","11553",37,"Other_non"
"12956","Israel-United States Binational Industrial Research and Development Foundation","1995","Clinton","D",0,0,0,FALSE,"12956","12956",42,"Other_non"
"11057","Authorization for the Communication of Restricted Data by the Department of State","1962","Kennedy","D",1,1,2,FALSE,"11057","11057",35,"Other_non"
"13100","President's Council on Food Safety","1998","Clinton","D",0,1,1,TRUE,"13100","13100",42,"Other_OSTP"
"12020","Educational Benefits for Veterans and Dependents","1977","Carter","D",0,0,0,FALSE,"12020","12020",39,"Other_non"
"11760","Designating the European Space Research Organization (ESRO) as a Public International Organization Entitled to Enjoy Certain Privileges, Exemptions, and Immunities","1974","Nixon","R",2,1,3,FALSE,"11760","11760",37,"Other_non"
"13511","Continuance of Certain Federal Advisory Committees","2009","Obama","D",16,1,17,TRUE,"13511","13511",44,"Obama_OSTP"
"12999","Educational Technology: Ensuring Opportunity for All Children in the Next Century","1996","Clinton","D",1,1,2,TRUE,"12999","12999",42,"Other_OSTP"
"10899","Authorization for the Communication of Restricted Data by the Central Intelligence Agency","1960","Eisenhower","R",1,1,2,FALSE,"10899","10899",34,"Other_non"
"9829","Extension of the Provisions of Executive Order 9177 of May 30, 1942, to the United States Atomic Energy Commission","1947","Truman","D",0,0,0,FALSE,"9829","9829",33,"Other_non"
"13167","Amendment to Executive Order 13147, Increasing the Membership of the White House Commission on Complementary and Alternative Medicine Policy","2000","Clinton","D",1,1,2,FALSE,"13167","13167",42,"Other_non"
"10799","Providing Further for the Administration of the Agricultural Trade Development and Assistance Act of 1954, as Amended","1959","Eisenhower","R",1,2,3,FALSE,"10799","10799",34,"Other_non"
"12192","State Planning Council on Radioactive Waste Management","1980","Carter","D",0,1,1,FALSE,"12192","12192",39,"Other_non"
"13341","Further Amendment to Executive Order 11023, Providing for the Performance by the Secretary of Commerce of Certain Functions Relating to the National Oceanic and Atmospheric Administration","2004","W. Bush","R",1,0,1,FALSE,"13341","13341",43,"Other_non"
"11748","Federal Energy Office","1973","Nixon","R",2,4,6,FALSE,"11748","11748",37,"Other_non"
"13155","Access to HIV/AIDS Pharmaceuticals and MedicalTechnologies","2000","Clinton","D",0,0,0,FALSE,"13155","13155",42,"Other_non"
"13326","Presidents Commission on Implementation of United States Space Exploration Policy","2004","W. Bush","R",1,1,2,FALSE,"13326","13326",43,"Other_non"
"12661","Implementing the Omnibus Trade and Competitiveness Act of 1988 and Related International Trade Matters","1988","Reagan","R",2,3,5,TRUE,"12661","12661",40,"Other_OSTP"
"13760","Exclusions from the Federal Labor-Management Relations Program","2017","Obama","D",1,0,1,FALSE,"13760","13760",44,"Obama_non"
"13215","Presidents Information Technology Advisory Committee, Further Amendment to Executive Order 13035, as Amended","2001","W. Bush","R",4,0,4,FALSE,"13215","13215",43,"Other_non"
"9568","Providing for the Release of Scientific Information","1945","Truman","D",0,3,3,TRUE,"9568","9568",33,"Other_OSTP"
"11932","Classification of Certain Information and Material Obtained From Advisory Bodies Created to Implement the International Energy Program","1976","Ford","R",1,0,1,FALSE,"11932","11932",38,"Other_non"
"12961","Presidential Advisory Committee on Gulf War Veterans' Illnesses","1995","Clinton","D",0,2,2,FALSE,"12961","12961",42,"Other_non"
"12287","Decontrol of Crude Oil and Refined Petroleum Products","1981","Reagan","R",2,0,2,FALSE,"12287","12287",40,"Other_non"
"12517","Delegation Concerning the United States- India Fund for Cultural, Educational, and Scientific Cooperation","1985","Reagan","R",0,0,0,FALSE,"12517","12517",40,"Other_non"
"13500","Further Amendments to Executive Order 12859, Establishment of the Domestic Policy Council","2009","Obama","D",1,0,1,TRUE,"13500","13500",44,"Obama_OSTP"
"9913","Terminating the Office of Scientific Research and Development and Providing for the Completion of Its Liquidation","1947","Truman","D",0,0,0,TRUE,"9913","9913",33,"Other_OSTP"
"13225","Continuance of Certain Federal Advisory Committees","2001","W. Bush","R",20,1,21,FALSE,"13225","13225",43,"Other_non"
"12509","Technical Review Group on Inertial Confinement Fusion","1985","Reagan","R",0,0,0,TRUE,"12509","12509",40,"Other_OSTP"
"9673","Transfer of Certain Production Research and Development Functions from the Civilian Production Administration to the Department of Commerce","1946","Truman","D",0,0,0,FALSE,"9673","9673",33,"Other_non"
"11177","Providing for Certain Arrangements Under the Columbia River Treaty","1964","Johnson","D",0,1,1,FALSE,"11177","11177",36,"Other_non"
"12003","Energy Policy and Conservation","1977","Carter","D",1,0,1,FALSE,"12003","12003",39,"Other_non"
"13596","Amendments to Executive Orders 12131 and 13539","2011","Obama","D",2,0,2,FALSE,"13596","13596",44,"Obama_non"
"12129","Critical Energy Facility Program","1979","Carter","D",1,1,2,FALSE,"12129","12129",39,"Other_non"
"12346","Synthetic Fuels","1982","Reagan","R",1,0,1,FALSE,"12346","12346",40,"Other_non"
"11911","Preservation of Endangered Species","1976","Ford","R",0,1,1,FALSE,"11911","11911",38,"Other_non"
"11202","Permitting Student Trainees to be Given Career or Career-Conditional Appointments","1965","Johnson","D",0,1,1,FALSE,"11202","11202",36,"Other_non"
"11918","Compensation for Damages Involving Nuclear Reactors of United States Warships","1976","Ford","R",0,0,0,FALSE,"11918","11918",38,"Other_non"
"13499","Further Amendments to Executive Order 12835, Establishment of the National Economic Council","2009","Obama","D",1,0,1,FALSE,"13499","13499",44,"Obama_non"
"12844","Federal Use of Alternative Fueled Vehicles","1993","Clinton","D",0,2,2,FALSE,"12844","12844",42,"Other_non"
"13691","Promoting Private Sector Cybersecurity Information Sharing","2015","Obama","D",6,0,6,FALSE,"13691","13691",44,"Obama_non"
"12275","Design Liaison Council","1981","Carter","D",0,1,1,FALSE,"12275","12275",39,"Other_non"
"13569","Amendments to Executive Orders 12824, 12835, 12859, and 13532, Reestablishment Pursuant to Executive Order 13498, and Revocation of Executive Order 13507","2011","Obama","D",6,2,8,FALSE,"13569","13569",44,"Obama_non"
"13693","Planning for Federal Sustainability in the Next Decade","2015","Obama","D",8,0,8,FALSE,"13693","13693",44,"Obama_non"
"11790","Providing for the Effectuation of the Federal Energy Administration Act of 1974","1974","Nixon","R",3,11,14,FALSE,"11790","11790",37,"Other_non"
"13089","Coral Reef Protection","1998","Clinton","D",0,1,1,FALSE,"13089","13089",42,"Other_non"
"12641","John C. Stennis Space Center","1988","Reagan","R",0,0,0,FALSE,"12641","12641",40,"Other_non"
"13621","White House Initiative on Educational Excellence for African Americans","2012","Obama","D",1,2,3,FALSE,"13621","13621",44,"Obama_non"
"12242","Synthetic Fuels","1980","Carter","D",0,1,1,FALSE,"12242","12242",39,"Other_non"
"12040","Environmental Evaluation Functions","1978","Carter","D",0,1,1,FALSE,"12040","12040",39,"Other_non"
"13137","Further Amendment to Executive Order 12975, as Amended, National Bioethics Advisory Commission","1999","Clinton","D",1,1,2,FALSE,"13137","13137",42,"Other_non"
"12241","Accidents at Nuclear Power Facilities","1980","Carter","D",0,1,1,FALSE,"12241","12241",39,"Other_non"
"12891","Advisory Committee on Human Radiation Experiments","1994","Clinton","D",0,1,1,FALSE,"12891","12891",42,"Other_non"
