"Id","Label","num","title","year","president","party","eoMatches.all.num","st.query.topic","stMatch.count","stMatchRatio","st.tm.topic","topic.broad","ostp_flag","pcast_flag","presidentNum"
"12840","12840","12840","Nuclear Cooperation With EURATOM","1993","42-Clinton","D",15,TRUE,6,0.0372670807453416,FALSE,"Defense/Foreign Affairs","NA","NA",42
"12351","12351","12351","Nuclear Cooperation With EURATOM","1982","40-Reagan","R",16,TRUE,6,0.0365853658536585,FALSE,"Defense/Foreign Affairs","NA","NA",40
"12501","12501","12501","Arctic Research","1985","40-Reagan","R",1,TRUE,52,0.0364656381486676,TRUE,"Defense/Foreign Affairs","OSTP","NA",40
"12876","12876","12876","Historically Black Colleges and Universities","1993","42-Clinton","D",5,TRUE,47,0.0364623739332816,FALSE,"Education/Workforce","OSTP-FirstDeg","NA",42
"12712","12712","12712","Adding the Secretary of Energy to the National Space Council","1990","Bush","R",1,TRUE,3,0.036144578313253,TRUE,"Science/Technology","OSTP-FirstDeg","NA",41
"12832","12832","12832","Amendments Relating to the National Research Council","1993","Bush","R",1,TRUE,35,0.0359342915811088,TRUE,"Science/Technology","OSTP-FirstDeg","NA",41
"12629","12629","12629","Nuclear Cooperation With EURATOM","1988","40-Reagan","R",15,TRUE,6,0.0359281437125748,FALSE,"Defense/Foreign Affairs","NA","NA",40
"13256","13256","13256","Presidents Board of Advisors on Historically Black Colleges and Universities","2002","Bush","R",6,TRUE,45,0.035828025477707,FALSE,"Education/Workforce","OSTP-FirstDeg","NA",43
"9912","9912","9912","Establishing the Interdepartmental Committee on Scientific Research and Development","1947","33-Truman","D",2,TRUE,16,0.0357142857142857,TRUE,"Science/Technology","OSTP-FirstDeg","NA",33
"12009","12009","12009","Department of Energy","1977","39-Carter","D",2,TRUE,8,0.0350877192982456,FALSE,"Energy/Environment","NA","NA",39
"13104","13104","13104","Amendment to Executive Order 13021, Tribal Colleges and Universities","1998","42-Clinton","D",1,TRUE,4,0.0347826086956522,FALSE,"Energy/Environment","NA","NA",42
"12903","12903","12903","Nuclear Cooperation With EURATOM","1994","42-Clinton","D",15,TRUE,6,0.0342857142857143,FALSE,"Defense/Foreign Affairs","NA","NA",42
"12955","12955","12955","Nuclear Cooperation With EURATOM","1995","42-Clinton","D",15,TRUE,6,0.0338983050847458,FALSE,"Defense/Foreign Affairs","NA","NA",42
"10780","10780","10780","Suspension of Certain Provisions of Section 5762(a), Title 10, United States Code, Which Relate to Promotion of Officers of Supply Corps, Chaplain Corps, Civil Engineer Corps, and Medical Service Corps of the Navy","1958","34-Eisenhower","R",0,TRUE,7,0.0336538461538462,FALSE,"Defense/Foreign Affairs","NA","NA",34
"11502","11502","11502","Enlarging the Membership of the President's Committee on the National Medal of Science","1969","37-Nixon","R",1,TRUE,4,0.0330578512396694,TRUE,"Science/Technology","NA","NA",37
"12320","12320","12320","Historically Black Colleges and Universities","1981","40-Reagan","R",2,TRUE,22,0.0328849028400598,FALSE,"Education/Workforce","NA","NA",40
"11381","11381","11381","Amending Executive Order No. 10807 of March 13, 1959, Relating to the Federal Council for Science and Technology","1967","36-Johnson","D",1,TRUE,7,0.0328638497652582,TRUE,"Science/Technology","OSTP","NA",36
"13211","13211","13211","Actions Concerning Regulations That Significantly Affect Energy Supply, Distribution, or Use","2001","Bush","R",1,TRUE,21,0.0326594090202177,FALSE,"Energy/Environment","OSTP-FirstDeg","NA",43
"13624","13624","13624","Accelerating Investment in Industrial Energy Efficiency","2012","44-Obama","D",0,TRUE,33,0.0326409495548961,FALSE,"Energy/Environment","OSTP","NA",44
"10492","10492","10492","Establishing a Seal for the National Advisory Committee for Aeronautics","1953","34-Eisenhower","R",0,TRUE,6,0.0326086956521739,FALSE,"Economics/Commerce","NA","NA",34
"13451","13451","13451","Designating the ITER International Fusion Energy Organization as a Public International Organization Entitled To Enjoy Certain Privileges, Exemptions, and Immunities","2007","Bush","R",0,TRUE,6,0.0326086956521739,FALSE,"Energy/Environment","NA","NA",43
"10849","10849","10849","Establishing a Seal for the National Aeronautics and Space Administration","1959","34-Eisenhower","R",1,TRUE,6,0.0319148936170213,FALSE,"Science/Technology","NA","NA",34
"9816","9816","9816","Providing the Transfer of Properties and Personnel to the Atomic Energy Commission","1946","33-Truman","D",2,TRUE,25,0.0315656565656566,FALSE,"Energy/Environment","NA","NA",33
"10793","10793","10793","Transferring Certain Functions From the Department of Defense to the National Aeronautics and Space Administration","1958","34-Eisenhower","R",0,TRUE,11,0.0309859154929577,TRUE,"Science/Technology","NA","NA",34
"13335","13335","13335","Incentives for the Use of Health Information Technology and Establishing the Position of the National Health Information Technology Coordinator","2004","Bush","R",0,TRUE,29,0.0306553911205074,TRUE,"Science/Technology","NA","NA",43
"10262","10262","10262","Suspension of Professional Examinations for Promotion of Medical, Dental, and Veterinary Offices in the Regular Army and Air Force","1951","33-Truman","D",0,TRUE,3,0.03,FALSE,"Health/Society","NA","NA",33
"9604","9604","9604","Providing for the Release of Scientific Information (Extension and Amendment of Executive Order No. 9568)","1945","33-Truman","D",3,TRUE,9,0.0295081967213115,TRUE,"Health/Society","OSTP-FirstDeg","NA",33
"12700","12700","12700","President's Council of Advisors on Science and Technology","1990","Bush","R",3,TRUE,13,0.0294784580498866,TRUE,"Science/Technology","OSTP","PCAST-FirstDeg",41
"13435","13435","13435","Expanding Approved Stem Cell Lines in Ethically Responsible Ways","2007","Bush","R",1,TRUE,26,0.0291479820627803,TRUE,"Science/Technology","NA","NA",43
"13200","13200","13200","Presidents Information Technology Advisory Committee, Further Amendment to Executive Order 13035, as Amended","2001","Bush","R",4,TRUE,5,0.0285714285714286,TRUE,"Science/Technology","OSTP-FirstDeg","NA",43
"13521","13521","13521","Establishing the Presidential Commission for the Study of Bioethical Issues","2009","44-Obama","D",4,TRUE,27,0.028391167192429,TRUE,"Science/Technology","OSTP-FirstDeg","NA",44
"10596","10596","10596","Revocation of Executive Order No. 9908 of December 5, 1947","1955","34-Eisenhower","R",2,TRUE,11,0.0283505154639175,FALSE,"Energy/Environment","NA","NA",34
"9609","9609","9609","Authorizing the National Advisory Committee for Aeronautics to Acquire and Dispose of Property","1945","33-Truman","D",0,TRUE,3,0.0283018867924528,FALSE,"Defense/Foreign Affairs","NA","NA",33
"13329","13329","13329","Encouraging Innovation in Manufacturing","2004","Bush","R",1,TRUE,17,0.0282861896838602,TRUE,"Economics/Commerce","OSTP","NA",43
"12768","12768","12768","Extension of the President's Council of Advisors on Science and Technology","1991","Bush","R",2,TRUE,2,0.028169014084507,TRUE,"Science/Technology","OSTP-FirstDeg","PCAST-FirstDeg",41
"13270","13270","13270","Tribal Colleges and Universities","2002","Bush","R",7,TRUE,41,0.0274064171122995,FALSE,"Energy/Environment","OSTP-FirstDeg","NA",43
"10783","10783","10783","Transferring Certain Functions From the Department of Defense to the National Aeronautics and Space Administration","1958","34-Eisenhower","R",1,TRUE,10,0.0272479564032698,TRUE,"Science/Technology","NA","NA",34
"10861","10861","10861","Suspension of Certain Provisions of Section 5762 of Title 10 of the United States Code Which Relate to the Promotion of Officers of the Supply Corps, Chaplain Corps, Civil Engineer Corps, and Medical Service Corps of the Navy","1960","34-Eisenhower","R",0,TRUE,8,0.0269360269360269,FALSE,"Defense/Foreign Affairs","NA","NA",34
"12902","12902","12902","Energy Efficiency and Water Conservation at Federal Facilities","1994","42-Clinton","D",3,TRUE,40,0.0269179004037685,FALSE,"Energy/Environment","NA","NA",42
"13718","13718","13718","Commission on Enhancing National Cybersecurity","2016","44-Obama","D",0,TRUE,43,0.0267246737103791,FALSE,"Topic Not Yet Assigned","NA","NA",44
"13419","13419","13419","National Aeronautics Research and Development","2006","Bush","R",3,TRUE,27,0.0266535044422507,TRUE,"Science/Technology","OSTP","NA",43
"11819","11819","11819","Membership of the Energy Resources Council","1974","38-Ford","R",1,TRUE,6,0.026431718061674,TRUE,"Energy/Environment","NA","NA",38
"11930","11930","11930","Performance by the Federal Energy Office of Energy Functions of the Federal Energy Administration","1976","38-Ford","R",4,TRUE,36,0.0263157894736842,FALSE,"Energy/Environment","NA","NA",38
"11287","11287","11287","Award and Presentation of the National Medal of Science","1966","36-Johnson","D",26,TRUE,35,0.0256410256410256,TRUE,"Science/Technology","OSTP-FirstDeg","NA",36
"13021","13021","13021","Tribal Colleges and Universities","1996","42-Clinton","D",6,TRUE,39,0.0249679897567221,FALSE,"Energy/Environment","OSTP-FirstDeg","NA",42
"11902","11902","11902","Procedures for an Export Licensing Policy as to Nuclear Materials and Equipment","1976","38-Ford","R",2,TRUE,18,0.024896265560166,FALSE,"Defense/Foreign Affairs","NA","NA",38
"10870","10870","10870","Designating the Facilities of the National Aeronautics and Space Administration at Huntsville, Alabama, as the George C. Marshall Space Flight Center","1960","34-Eisenhower","R",0,TRUE,4,0.0248447204968944,TRUE,"Science/Technology","NA","NA",34
"12759","12759","12759","Federal Energy Management","1991","Bush","R",2,TRUE,31,0.0247603833865815,FALSE,"Energy/Environment","NA","NA",41
"12083","12083","12083","Energy Coordinating Committee","1978","39-Carter","D",5,TRUE,13,0.0245746691871456,FALSE,"Energy/Environment","OSTP","NA",39
"10961","10961","10961","Providing Procedures for the Award of the National Medal of Science","1961","35-Kennedy","D",2,TRUE,17,0.0243553008595989,TRUE,"Science/Technology","NA","NA",35
"11775","11775","11775","Abolishing the Energy Policy Office","1974","37-Nixon","R",4,TRUE,10,0.0242718446601942,FALSE,"Energy/Environment","NA","NA",37
"13212","13212","13212","Actions To Expedite Energy-Related Projects","2001","Bush","R",3,TRUE,11,0.0242290748898678,FALSE,"Energy/Environment","NA","NA",43
"11855","11855","11855","Membership of the Energy Resources Council","1975","38-Ford","R",1,TRUE,6,0.0240963855421687,TRUE,"Energy/Environment","NA","NA",38
"13111","13111","13111","Using Technology To Improve Training Opportunities for Federal Government Employees","1999","42-Clinton","D",4,TRUE,55,0.0236559139784946,TRUE,"Government Operations","OSTP","NA",42
"10910","10910","10910","Providing for the Design and Award of the National Medal of Science","1961","34-Eisenhower","R",2,TRUE,11,0.0234042553191489,TRUE,"Science/Technology","NA","NA",34
"13179","13179","13179","Providing Compensation to Americas Nuclear Weapons Workers","2000","42-Clinton","D",2,TRUE,47,0.0231527093596059,FALSE,"Education/Workforce","NA","NA",42
"11912","11912","11912","Delegation of Authorities Relating to Energy Policy and Conservation","1976","38-Ford","R",8,TRUE,32,0.0231046931407942,FALSE,"Energy/Environment","OSTP-FirstDeg","NA",38
"11882","11882","11882","Membership of Energy Research and Development Administration on Established River Basin Commissions","1975","38-Ford","R",5,TRUE,5,0.0230414746543779,TRUE,"Science/Technology","NA","NA",38
"11060","11060","11060","Prescribing Certain Regulations and Delegating to the Attorney General Certain Authority of the President to Prescribe Other Regulations Relating to the Recovery From Tortiously Liable Third Persons of the Cost of Hospital and Medical Care and Treatment Furnished by the United States","1962","35-Kennedy","D",1,TRUE,3,0.0229007633587786,FALSE,"Health/Society","NA","NA",35
"10751","10751","10751","Amendment of Executive Order No. 10127, Establishing Airspace Reservations Over Certain Facilities of the United States Atomic Energy Commission","1958","34-Eisenhower","R",2,TRUE,4,0.0228571428571429,FALSE,"Energy/Environment","NA","NA",34
"9928","9928","9928","Suspending Professional Examinations for Permanent Promotion of Officers in the Medical Department of the Army","1948","33-Truman","D",0,TRUE,2,0.0227272727272727,FALSE,"Defense/Foreign Affairs","NA","NA",33
"13011","13011","13011","Federal Information Technology","1996","42-Clinton","D",4,TRUE,60,0.0225309800976342,FALSE,"Science/Technology","OSTP","NA",42
"12975","12975","12975","Protection of Human Research Subjects and Creation of National Bioethics Advisory Commission","1995","42-Clinton","D",4,TRUE,24,0.0224719101123595,TRUE,"Science/Technology","OSTP","NA",42
"11160","11160","11160","Prescribing Regulations Relating to Medical Care for Retired Ships' Officers and Members of Crews of Vessels of the Coast and Geodetic Survey and Dependents of Active and Retired Ships' Officers and Crew Members","1964","36-Johnson","D",1,TRUE,21,0.0223880597014925,FALSE,"Defense/Foreign Affairs","NA","NA",36
"13398","13398","13398","National Mathematics Advisory Panel","2006","Bush","R",0,TRUE,21,0.0223642172523962,FALSE,"Education/Workforce","NA","NA",43
"12058","12058","12058","Nuclear Non-Proliferation","1978","39-Carter","D",1,TRUE,13,0.0223367697594502,FALSE,"Defense/Foreign Affairs","NA","NA",39
"11393","11393","11393","Amending Executive Order No. 11248, Placing Certain Positions in Levels IV and V of the Federal Executive Salary Schedule","1968","36-Johnson","D",2,TRUE,2,0.021978021978022,TRUE,"Government Operations","NA","NA",36
"10710","10710","10710","Creating a Board of Inquiry To Report on a Labor Dispute Affecting the Operations of Atomic Energy Facilities","1957","34-Eisenhower","R",1,TRUE,5,0.0219298245614035,FALSE,"Energy/Environment","NA","NA",34
"13221","13221","13221","Energy Efficient Standby Power Devices","2001","Bush","R",0,TRUE,7,0.021875,FALSE,"Government Operations","NA","NA",43
"13237","13237","13237","Creation of the Presidents Council on Bioethics","2001","Bush","R",4,TRUE,21,0.0218522372528616,TRUE,"Health/Society","OSTP-FirstDeg","NA",43
"12202","12202","12202","Nuclear Safety Oversight Committee","1980","39-Carter","D",3,TRUE,21,0.021671826625387,FALSE,"Energy/Environment","NA","NA",39
"10734","10734","10734","Amendment of Executive Order No. 10657, Relating to the Transfer to the Housing and Home Finance Administrator of Certain Functions Under the Atomic Energy Community Act of 1955","1957","34-Eisenhower","R",2,TRUE,7,0.0216049382716049,FALSE,"Health/Society","NA","NA",34
"11268","11268","11268","Placing an Additional Position in Level V of the Federal Executive Salary Schedule","1966","36-Johnson","D",2,TRUE,2,0.021505376344086,TRUE,"Government Operations","NA","NA",36
"12121","12121","12121","Energy Coordinating Committee","1979","39-Carter","D",2,TRUE,2,0.021505376344086,FALSE,"Energy/Environment","OSTP-FirstDeg","NA",39
"13133","13133","13133","Working Group on Unlawful Conduct on the Internet","1999","42-Clinton","D",1,TRUE,10,0.0210084033613445,FALSE,"Science/Technology","NA","NA",42
"13636","13636","13636","Improving Critical Infrastructure Cybersecurity","2013","44-Obama","D",6,TRUE,64,0.0207522697795071,FALSE,"Science/Technology","OSTP-FirstDeg","NA",44
"10216","10216","10216","Extension of the Provisions of Part I of Executive Order No. 10210 of February 2, 1951, to the Department of Agriculture, the Atomic Energy Commission, the National Advisory Committee for Aeronautics, and the Government Printing Office","1951","33-Truman","D",1,TRUE,6,0.0206896551724138,FALSE,"Defense/Foreign Affairs","NA","NA",33
"13707","13707","13707","Using Behavioral Science Insights To Better Serve the American People","2015","44-Obama","D",2,TRUE,19,0.0206521739130435,FALSE,"Topic Not Yet Assigned","OSTP","NA",44
"11770","11770","11770","International Symposium on Geothermal Energy-1975","1974","37-Nixon","R",0,TRUE,4,0.0206185567010309,FALSE,"Defense/Foreign Affairs","NA","NA",37
"13458","13458","13458","Implementation of the Protocol Additional to the Agreement Between the United States and the International Atomic Energy Agency for the Application of Safeguards in the United States of America","2008","Bush","R",0,TRUE,8,0.0206185567010309,FALSE,"Energy/Environment","NA","NA",43
"13147","13147","13147","White House Commission on Complementary and Alternative Medicine Policy","2000","42-Clinton","D",2,TRUE,10,0.0205338809034908,FALSE,"Health/Society","NA","NA",42
"11098","11098","11098","Amending the Selective Service Regulations","1963","35-Kennedy","D",23,TRUE,42,0.0204578665367755,FALSE,"Defense/Foreign Affairs","NA","NA",35
"10942","10942","10942","Amendment of Executive Order No. 10849, Establishing a Seal for the National Aeronautics and Space Administration","1961","35-Kennedy","D",1,TRUE,3,0.0204081632653061,FALSE,"Science/Technology","NA","NA",35
"13527","13527","13527","Establishing Federal Capability for the Timely Provision of Medical Countermeasures Following a Biological Attack","2009","44-Obama","D",0,TRUE,13,0.0204081632653061,FALSE,"Defense/Foreign Affairs","NA","NA",44
"12894","12894","12894","North Pacific Marine Science Organization","1994","42-Clinton","D",0,TRUE,3,0.0202702702702703,TRUE,"Defense/Foreign Affairs","NA","NA",42
"12997","12997","12997","Korean Peninsula Energy Development Organization","1996","42-Clinton","D",0,TRUE,3,0.0202702702702703,FALSE,"Defense/Foreign Affairs","NA","NA",42
"9703","9703","9703","Regulations Relating to the Medical Care of Certain Personnel of the Coast Guard, Coast and Geodetic Survey, Public Health Service, and Former Lighthouse Service","1946","33-Truman","D",4,TRUE,60,0.0202020202020202,FALSE,"Health/Society","NA","NA",33
"13744","13744","13744","Coordinating Efforts To Prepare the Nation for Space Weather Events","2016","44-Obama","D",2,TRUE,44,0.020109689213894,FALSE,"Topic Not Yet Assigned","OSTP","NA",44
"11095","11095","11095","Assigning Emergency Preparedness Functions to: The Board of Directors of the Tennessee Valley Authority; The Railroad Retirement Board; The Administrator of the National Aeronautics and Space Administration; The Federal Power Commission; The Director of the National Science Foundation","1963","35-Kennedy","D",2,TRUE,37,0.02,TRUE,"Government Operations","OSTP","NA",35
"12665","12665","12665","Amending Executive Order No. 12658, President's Commission on Catastrophic Nuclear Accidents","1989","40-Reagan","R",2,TRUE,2,0.02,FALSE,"Energy/Environment","NA","NA",40
"10166","10166","10166","Establishing the National Advisory Committee on the Selection of Doctors, Dentists and Allied Specialists","1950","33-Truman","D",2,TRUE,9,0.0199115044247788,FALSE,"Health/Society","NA","NA",33
"11553","11553","11553","Amending the Selective Service Regulations","1970","37-Nixon","R",5,TRUE,4,0.0199004975124378,FALSE,"Defense/Foreign Affairs","NA","NA",37
